demand_id,week_start_date,week_end_date,year,week_number,location_id,region_of_kolkata,demand_rank,product_id,product_name,category_name,brand,unit_size,weekday_weekend,weekday_units_sold,weekend_units_sold,units_sold,avg_selling_price_rs,promotion_flag,discount_pct,holiday_flag,festival_event,season,temperature_c,rainfall_mm,humidity_pct,weather_condition,stockout_flag,forecast_target_start,forecast_target_end,next_week_demand_target_units,data_source,recorded_at,_unnamed_33,_row_id,_source_file,_source_sheet,_staged_at
DEM-0007268,2025-05-11,2025-05-17,2025,37,KOL-LOC-014,Behala,3,BEV-006,Maaza Mango,Soft Drinks & Beverages,Coca-Cola,750 ml,Weekday,96,45,141,62.23,1,5,0,,Summer,31.8,11.5,65.2,Clear/Partly Cloudy,0,2025-05-18,2025-05-24,153,SYNTHETIC_TRAINING,2026-09-14 10:41:01.636,,7268,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0007269,2025-05-11,2025-05-17,2025,37,KOL-LOC-014,Behala,4,ICE-009,Mother Dairy Strawberry Ice Cream,Ice Cream & Frozen Desserts,Mother Dairy,80 ml,Weekday,89,42,131,51.51,1,8,0,,Summer,31.8,11.5,65.2,Clear/Partly Cloudy,0,2025-05-18,2025-05-24,120,SYNTHETIC_TRAINING,2026-09-14 10:41:01.637,,7269,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0007270,2025-05-11,2025-05-17,2025,37,KOL-LOC-014,Behala,5,ICE-006,Havmor Mango Ice Cream,Ice Cream & Frozen Desserts,Havmor,125 ml,Weekday,73,35,108,85.37,0,0,0,,Summer,31.8,11.5,65.2,Clear/Partly Cloudy,0,2025-05-18,2025-05-24,120,SYNTHETIC_TRAINING,2026-09-14 10:41:01.637,,7270,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0007271,2025-05-11,2025-05-17,2025,37,KOL-LOC-015,Chetla,1,BEV-004,Limca,Soft Drinks & Beverages,Coca-Cola,200 ml,Weekday,126,60,186,17.65,1,10,0,,Summer,31.8,11.5,65.2,Clear/Partly Cloudy,0,2025-05-18,2025-05-24,191,SYNTHETIC_TRAINING,2026-09-14 10:41:01.637,,7271,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0007272,2025-05-11,2025-05-17,2025,37,KOL-LOC-015,Chetla,2,BEV-007,Frooti Mango,Soft Drinks & Beverages,Parle Agro,750 ml,Weekday,94,44,138,55.42,0,0,0,,Summer,31.8,11.5,65.2,Clear/Partly Cloudy,0,2025-05-18,2025-05-24,135,SYNTHETIC_TRAINING,2026-09-14 10:41:01.637,,7272,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0007273,2025-05-11,2025-05-17,2025,37,KOL-LOC-015,Chetla,3,BEV-001,Coca-Cola,Soft Drinks & Beverages,Coca-Cola,1 L,Weekday,71,33,104,82.96,1,8,0,,Summer,31.8,11.5,65.2,Clear/Partly Cloudy,0,2025-05-18,2025-05-24,100,SYNTHETIC_TRAINING,2026-09-14 10:41:01.637,,7273,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0007274,2025-05-11,2025-05-17,2025,37,KOL-LOC-015,Chetla,4,ICE-009,Mother Dairy Strawberry Ice Cream,Ice Cream & Frozen Desserts,Mother Dairy,500 ml,Weekday,67,32,99,162.46,0,0,0,,Summer,31.8,11.5,65.2,Clear/Partly Cloudy,0,2025-05-18,2025-05-24,103,SYNTHETIC_TRAINING,2026-09-14 10:41:01.637,,7274,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0007275,2025-05-11,2025-05-17,2025,37,KOL-LOC-015,Chetla,5,ICE-005,Havmor Butterscotch Ice Cream,Ice Cream & Frozen Desserts,Havmor,250 ml,Weekday,82,38,120,133.27,0,0,0,,Summer,31.8,11.5,65.2,Clear/Partly Cloudy,0,2025-05-18,2025-05-24,145,SYNTHETIC_TRAINING,2026-09-14 10:41:01.637,,7275,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0007276,2025-05-11,2025-05-17,2025,37,KOL-LOC-016,Alipore,1,BEV-004,Limca,Soft Drinks & Beverages,Coca-Cola,1 L,Weekday,70,33,103,82.85,0,0,0,,Summer,31.8,11.5,65.2,Clear/Partly Cloudy,0,2025-05-18,2025-05-24,108,SYNTHETIC_TRAINING,2026-09-14 10:41:01.637,,7276,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0007277,2025-05-11,2025-05-17,2025,37,KOL-LOC-016,Alipore,2,BEV-006,Maaza Mango,Soft Drinks & Beverages,Coca-Cola,500 ml,Weekday,97,45,142,42.84,0,0,0,,Summer,31.8,11.5,65.2,Clear/Partly Cloudy,0,2025-05-18,2025-05-24,144,SYNTHETIC_TRAINING,2026-09-14 10:41:01.637,,7277,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0007278,2025-05-11,2025-05-17,2025,37,KOL-LOC-016,Alipore,3,ICE-006,Havmor Mango Ice Cream,Ice Cream & Frozen Desserts,Havmor,125 ml,Weekday,104,49,153,86.48,0,0,0,,Summer,31.8,11.5,65.2,Clear/Partly Cloudy,0,2025-05-18,2025-05-24,153,SYNTHETIC_TRAINING,2026-09-14 10:41:01.637,,7278,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0007279,2025-05-11,2025-05-17,2025,37,KOL-LOC-016,Alipore,4,ICE-005,Havmor Butterscotch Ice Cream,Ice Cream & Frozen Desserts,Havmor,125 ml,Weekday,94,44,138,84.12,0,0,0,,Summer,31.8,11.5,65.2,Clear/Partly Cloudy,0,2025-05-18,2025-05-24,150,SYNTHETIC_TRAINING,2026-09-14 10:41:01.637,,7279,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0007280,2025-05-11,2025-05-17,2025,37,KOL-LOC-016,Alipore,5,ICE-007,Vadilal Kesar Pista Ice Cream,Ice Cream & Frozen Desserts,Vadilal,80 ml,Weekday,105,49,154,53.26,0,0,0,,Summer,31.8,11.5,65.2,Clear/Partly Cloudy,0,2025-05-18,2025-05-24,164,SYNTHETIC_TRAINING,2026-09-14 10:41:01.637,,7280,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0007281,2025-05-11,2025-05-17,2025,37,KOL-LOC-017,Kalighat,1,BEV-007,Frooti Mango,Soft Drinks & Beverages,Parle Agro,200 ml,Weekday,110,52,162,15.64,1,12,0,,Summer,31.8,11.5,65.2,Clear/Partly Cloudy,0,2025-05-18,2025-05-24,180,SYNTHETIC_TRAINING,2026-09-14 10:41:01.637,,7281,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0007282,2025-05-11,2025-05-17,2025,37,KOL-LOC-017,Kalighat,2,BEV-004,Limca,Soft Drinks & Beverages,Coca-Cola,1 L,Weekday,58,28,86,84.76,0,0,0,,Summer,31.8,11.5,65.2,Clear/Partly Cloudy,0,2025-05-18,2025-05-24,90,SYNTHETIC_TRAINING,2026-09-14 10:41:01.637,,7282,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0007283,2025-05-11,2025-05-17,2025,37,KOL-LOC-017,Kalighat,3,BEV-001,Coca-Cola,Soft Drinks & Beverages,Coca-Cola,500 ml,Weekday,84,39,123,44.65,0,0,0,,Summer,31.8,11.5,65.2,Clear/Partly Cloudy,0,2025-05-18,2025-05-24,131,SYNTHETIC_TRAINING,2026-09-14 10:41:01.637,,7283,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0007284,2025-05-11,2025-05-17,2025,37,KOL-LOC-017,Kalighat,4,ICE-007,Vadilal Kesar Pista Ice Cream,Ice Cream & Frozen Desserts,Vadilal,125 ml,Weekday,81,38,119,75.05,0,0,0,,Summer,31.8,11.5,65.2,Clear/Partly Cloudy,0,2025-05-18,2025-05-24,116,SYNTHETIC_TRAINING,2026-09-14 10:41:01.637,,7284,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0007285,2025-05-11,2025-05-17,2025,37,KOL-LOC-017,Kalighat,5,ICE-003,Kwality Wall's Cornetto,Ice Cream & Frozen Desserts,Kwality Wall's,250 ml,Weekday,80,38,118,128.73,0,0,0,,Summer,31.8,11.5,65.2,Clear/Partly Cloudy,0,2025-05-18,2025-05-24,122,SYNTHETIC_TRAINING,2026-09-14 10:41:01.637,,7285,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0007286,2025-05-11,2025-05-17,2025,37,KOL-LOC-018,Bhawanipore,1,BEV-007,Frooti Mango,Soft Drinks & Beverages,Parle Agro,500 ml,Weekday,90,42,132,37.85,0,0,0,,Summer,31.8,11.5,65.2,Clear/Partly Cloudy,0,2025-05-18,2025-05-24,121,SYNTHETIC_TRAINING,2026-09-14 10:41:01.637,,7286,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0007287,2025-05-11,2025-05-17,2025,37,KOL-LOC-018,Bhawanipore,2,BEV-004,Limca,Soft Drinks & Beverages,Coca-Cola,750 ml,Weekday,101,48,149,62.86,0,0,0,,Summer,31.8,11.5,65.2,Clear/Partly Cloudy,0,2025-05-18,2025-05-24,156,SYNTHETIC_TRAINING,2026-09-14 10:41:01.638,,7287,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0007288,2025-05-11,2025-05-17,2025,37,KOL-LOC-018,Bhawanipore,3,ICE-009,Mother Dairy Strawberry Ice Cream,Ice Cream & Frozen Desserts,Mother Dairy,500 ml,Weekday,82,38,120,170.99,0,0,0,,Summer,31.8,11.5,65.2,Clear/Partly Cloudy,0,2025-05-18,2025-05-24,111,SYNTHETIC_TRAINING,2026-09-14 10:41:01.638,,7288,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0007289,2025-05-11,2025-05-17,2025,37,KOL-LOC-018,Bhawanipore,4,BEV-006,Maaza Mango,Soft Drinks & Beverages,Coca-Cola,750 ml,Weekday,96,45,141,62.19,0,0,0,,Summer,31.8,11.5,65.2,Clear/Partly Cloudy,0,2025-05-18,2025-05-24,152,SYNTHETIC_TRAINING,2026-09-14 10:41:01.638,,7289,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0007290,2025-05-11,2025-05-17,2025,37,KOL-LOC-018,Bhawanipore,5,BEV-008,Paper Boat Aam Panna,Soft Drinks & Beverages,Paper Boat,500 ml,Weekday,101,47,148,90.1,1,20,0,,Summer,31.8,11.5,65.2,Clear/Partly Cloudy,0,2025-05-18,2025-05-24,147,SYNTHETIC_TRAINING,2026-09-14 10:41:01.638,,7290,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0007291,2025-05-11,2025-05-17,2025,37,KOL-LOC-019,Park Street,1,BEV-007,Frooti Mango,Soft Drinks & Beverages,Parle Agro,250 ml,Weekday,117,55,172,20.78,0,0,0,,Summer,31.8,11.5,65.2,Clear/Partly Cloudy,0,2025-05-18,2025-05-24,192,SYNTHETIC_TRAINING,2026-09-14 10:41:01.638,,7291,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0007292,2025-05-11,2025-05-17,2025,37,KOL-LOC-019,Park Street,2,BEV-006,Maaza Mango,Soft Drinks & Beverages,Coca-Cola,1 L,Weekday,79,37,116,81.55,1,5,0,,Summer,31.8,11.5,65.2,Clear/Partly Cloudy,0,2025-05-18,2025-05-24,110,SYNTHETIC_TRAINING,2026-09-14 10:41:01.638,,7292,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0007293,2025-05-11,2025-05-17,2025,37,KOL-LOC-019,Park Street,3,BEV-004,Limca,Soft Drinks & Beverages,Coca-Cola,250 ml,Weekday,149,70,219,23.64,1,20,0,,Summer,31.8,11.5,65.2,Clear/Partly Cloudy,0,2025-05-18,2025-05-24,198,SYNTHETIC_TRAINING,2026-09-14 10:41:01.638,,7293,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0007294,2025-05-11,2025-05-17,2025,37,KOL-LOC-019,Park Street,4,ICE-009,Mother Dairy Strawberry Ice Cream,Ice Cream & Frozen Desserts,Mother Dairy,250 ml,Weekday,120,57,177,111.16,0,0,0,,Summer,31.8,11.5,65.2,Clear/Partly Cloudy,0,2025-05-18,2025-05-24,180,SYNTHETIC_TRAINING,2026-09-14 10:41:01.638,,7294,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0007295,2025-05-11,2025-05-17,2025,37,KOL-LOC-019,Park Street,5,ICE-005,Havmor Butterscotch Ice Cream,Ice Cream & Frozen Desserts,Havmor,80 ml,Weekday,101,47,148,60.24,0,0,0,,Summer,31.8,11.5,65.2,Clear/Partly Cloudy,0,2025-05-18,2025-05-24,151,SYNTHETIC_TRAINING,2026-09-14 10:41:01.638,,7295,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0007296,2025-05-11,2025-05-17,2025,37,KOL-LOC-020,Esplanade,1,BEV-004,Limca,Soft Drinks & Beverages,Coca-Cola,750 ml,Weekday,122,58,180,63.12,0,0,0,,Summer,31.8,11.5,65.2,Clear/Partly Cloudy,0,2025-05-18,2025-05-24,168,SYNTHETIC_TRAINING,2026-09-14 10:41:01.638,,7296,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0007297,2025-05-11,2025-05-17,2025,37,KOL-LOC-020,Esplanade,2,ICE-005,Havmor Butterscotch Ice Cream,Ice Cream & Frozen Desserts,Havmor,80 ml,Weekday,122,57,179,58.79,0,0,0,,Summer,31.8,11.5,65.2,Clear/Partly Cloudy,0,2025-05-18,2025-05-24,196,SYNTHETIC_TRAINING,2026-09-14 10:41:01.638,,7297,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0007298,2025-05-11,2025-05-17,2025,37,KOL-LOC-020,Esplanade,3,BEV-007,Frooti Mango,Soft Drinks & Beverages,Parle Agro,750 ml,Weekday,125,59,184,54.83,0,0,0,,Summer,31.8,11.5,65.2,Clear/Partly Cloudy,0,2025-05-18,2025-05-24,196,SYNTHETIC_TRAINING,2026-09-14 10:41:01.638,,7298,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0007299,2025-05-11,2025-05-17,2025,37,KOL-LOC-020,Esplanade,4,ICE-007,Vadilal Kesar Pista Ice Cream,Ice Cream & Frozen Desserts,Vadilal,500 ml,Weekday,103,49,152,174.43,0,0,0,,Summer,31.8,11.5,65.2,Clear/Partly Cloudy,0,2025-05-18,2025-05-24,152,SYNTHETIC_TRAINING,2026-09-14 10:41:01.638,,7299,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0007300,2025-05-11,2025-05-17,2025,37,KOL-LOC-020,Esplanade,5,BEV-008,Paper Boat Aam Panna,Soft Drinks & Beverages,Paper Boat,750 ml,Weekday,103,49,152,135.58,0,0,0,,Summer,31.8,11.5,65.2,Clear/Partly Cloudy,0,2025-05-18,2025-05-24,157,SYNTHETIC_TRAINING,2026-09-14 10:41:01.638,,7300,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0007301,2025-05-11,2025-05-17,2025,37,KOL-LOC-021,Entally,1,BEV-004,Limca,Soft Drinks & Beverages,Coca-Cola,500 ml,Weekday,92,44,136,44.8,1,5,0,,Summer,31.8,11.5,65.2,Clear/Partly Cloudy,0,2025-05-18,2025-05-24,140,SYNTHETIC_TRAINING,2026-09-14 10:41:01.638,,7301,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0007302,2025-05-11,2025-05-17,2025,37,KOL-LOC-021,Entally,2,BEV-007,Frooti Mango,Soft Drinks & Beverages,Parle Agro,750 ml,Weekday,120,57,177,55.1,0,0,0,,Summer,31.8,11.5,65.2,Clear/Partly Cloudy,0,2025-05-18,2025-05-24,182,SYNTHETIC_TRAINING,2026-09-14 10:41:01.638,,7302,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0007303,2025-05-11,2025-05-17,2025,37,KOL-LOC-021,Entally,3,BEV-006,Maaza Mango,Soft Drinks & Beverages,Coca-Cola,250 ml,Weekday,111,52,163,22.5,1,12,0,,Summer,31.8,11.5,65.2,Clear/Partly Cloudy,0,2025-05-18,2025-05-24,161,SYNTHETIC_TRAINING,2026-09-14 10:41:01.638,,7303,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0007304,2025-05-11,2025-05-17,2025,37,KOL-LOC-021,Entally,4,ICE-009,Mother Dairy Strawberry Ice Cream,Ice Cream & Frozen Desserts,Mother Dairy,80 ml,Weekday,91,43,134,52.16,0,0,0,,Summer,31.8,11.5,65.2,Clear/Partly Cloudy,0,2025-05-18,2025-05-24,122,SYNTHETIC_TRAINING,2026-09-14 10:41:01.638,,7304,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0007305,2025-05-11,2025-05-17,2025,37,KOL-LOC-021,Entally,5,BEV-008,Paper Boat Aam Panna,Soft Drinks & Beverages,Paper Boat,500 ml,Weekday,63,30,93,93.41,0,0,0,,Summer,31.8,11.5,65.2,Clear/Partly Cloudy,0,2025-05-18,2025-05-24,102,SYNTHETIC_TRAINING,2026-09-14 10:41:01.638,,7305,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0007306,2025-05-11,2025-05-17,2025,37,KOL-LOC-022,Sealdah,1,BEV-004,Limca,Soft Drinks & Beverages,Coca-Cola,1 L,Weekday,69,33,102,82.93,0,0,0,,Summer,31.8,11.5,65.2,Clear/Partly Cloudy,0,2025-05-18,2025-05-24,91,SYNTHETIC_TRAINING,2026-09-14 10:41:01.641,,7306,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0007307,2025-05-11,2025-05-17,2025,37,KOL-LOC-022,Sealdah,2,BEV-006,Maaza Mango,Soft Drinks & Beverages,Coca-Cola,1 L,Weekday,62,29,91,84.28,0,0,0,,Summer,31.8,11.5,65.2,Clear/Partly Cloudy,0,2025-05-18,2025-05-24,86,SYNTHETIC_TRAINING,2026-09-14 10:41:01.641,,7307,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0007308,2025-05-11,2025-05-17,2025,37,KOL-LOC-022,Sealdah,3,ICE-005,Havmor Butterscotch Ice Cream,Ice Cream & Frozen Desserts,Havmor,80 ml,Weekday,98,46,144,58.6,0,0,0,,Summer,31.8,11.5,65.2,Clear/Partly Cloudy,0,2025-05-18,2025-05-24,140,SYNTHETIC_TRAINING,2026-09-14 10:41:01.641,,7308,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0007309,2025-05-11,2025-05-17,2025,37,KOL-LOC-022,Sealdah,4,ICE-006,Havmor Mango Ice Cream,Ice Cream & Frozen Desserts,Havmor,125 ml,Weekday,90,43,133,81.72,0,0,0,,Summer,31.8,11.5,65.2,Clear/Partly Cloudy,0,2025-05-18,2025-05-24,142,SYNTHETIC_TRAINING,2026-09-14 10:41:01.641,,7309,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0007310,2025-05-11,2025-05-17,2025,37,KOL-LOC-022,Sealdah,5,ICE-007,Vadilal Kesar Pista Ice Cream,Ice Cream & Frozen Desserts,Vadilal,1 L,Weekday,65,31,96,314.57,0,0,0,,Summer,31.8,11.5,65.2,Clear/Partly Cloudy,0,2025-05-18,2025-05-24,105,SYNTHETIC_TRAINING,2026-09-14 10:41:01.641,,7310,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0007311,2025-05-11,2025-05-17,2025,37,KOL-LOC-023,Tangra,1,BEV-004,Limca,Soft Drinks & Beverages,Coca-Cola,200 ml,Weekday,107,50,157,17.91,0,0,0,,Summer,31.8,11.5,65.2,Clear/Partly Cloudy,0,2025-05-18,2025-05-24,143,SYNTHETIC_TRAINING,2026-09-14 10:41:01.641,,7311,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0007312,2025-05-11,2025-05-17,2025,37,KOL-LOC-023,Tangra,2,BEV-007,Frooti Mango,Soft Drinks & Beverages,Parle Agro,500 ml,Weekday,91,43,134,39.45,0,0,0,,Summer,31.8,11.5,65.2,Clear/Partly Cloudy,0,2025-05-18,2025-05-24,127,SYNTHETIC_TRAINING,2026-09-14 10:41:01.641,,7312,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0007313,2025-05-11,2025-05-17,2025,37,KOL-LOC-023,Tangra,3,ICE-009,Mother Dairy Strawberry Ice Cream,Ice Cream & Frozen Desserts,Mother Dairy,125 ml,Weekday,102,48,150,69.44,0,0,0,,Summer,31.8,11.5,65.2,Clear/Partly Cloudy,0,2025-05-18,2025-05-24,165,SYNTHETIC_TRAINING,2026-09-14 10:41:01.641,,7313,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0007314,2025-05-11,2025-05-17,2025,37,KOL-LOC-023,Tangra,4,ICE-005,Havmor Butterscotch Ice Cream,Ice Cream & Frozen Desserts,Havmor,500 ml,Weekday,80,37,117,189.59,0,0,0,,Summer,31.8,11.5,65.2,Clear/Partly Cloudy,0,2025-05-18,2025-05-24,115,SYNTHETIC_TRAINING,2026-09-14 10:41:01.641,,7314,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0007315,2025-05-11,2025-05-17,2025,37,KOL-LOC-023,Tangra,5,ICE-006,Havmor Mango Ice Cream,Ice Cream & Frozen Desserts,Havmor,1 L,Weekday,57,27,84,359.37,0,0,0,,Summer,31.8,11.5,65.2,Clear/Partly Cloudy,0,2025-05-18,2025-05-24,91,SYNTHETIC_TRAINING,2026-09-14 10:41:01.641,,7315,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0007316,2025-05-11,2025-05-17,2025,37,KOL-LOC-024,Topsia,1,BEV-004,Limca,Soft Drinks & Beverages,Coca-Cola,1 L,Weekday,65,31,96,82.56,0,0,0,,Summer,31.8,11.5,65.2,Clear/Partly Cloudy,0,2025-05-18,2025-05-24,101,SYNTHETIC_TRAINING,2026-09-14 10:41:01.641,,7316,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0007317,2025-05-11,2025-05-17,2025,37,KOL-LOC-024,Topsia,2,BEV-006,Maaza Mango,Soft Drinks & Beverages,Coca-Cola,250 ml,Weekday,107,50,157,22.85,0,0,0,,Summer,31.8,11.5,65.2,Clear/Partly Cloudy,0,2025-05-18,2025-05-24,141,SYNTHETIC_TRAINING,2026-09-14 10:41:01.641,,7317,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0007318,2025-05-11,2025-05-17,2025,37,KOL-LOC-024,Topsia,3,BEV-007,Frooti Mango,Soft Drinks & Beverages,Parle Agro,500 ml,Weekday,91,43,134,39.57,1,12,0,,Summer,31.8,11.5,65.2,Clear/Partly Cloudy,0,2025-05-18,2025-05-24,135,SYNTHETIC_TRAINING,2026-09-14 10:41:01.641,,7318,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0007319,2025-05-11,2025-05-17,2025,37,KOL-LOC-024,Topsia,4,ICE-006,Havmor Mango Ice Cream,Ice Cream & Frozen Desserts,Havmor,250 ml,Weekday,101,47,148,135.64,0,0,0,,Summer,31.8,11.5,65.2,Clear/Partly Cloudy,0,2025-05-18,2025-05-24,135,SYNTHETIC_TRAINING,2026-09-14 10:41:01.641,,7319,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0007320,2025-05-11,2025-05-17,2025,37,KOL-LOC-024,Topsia,5,BEV-001,Coca-Cola,Soft Drinks & Beverages,Coca-Cola,200 ml,Weekday,99,46,145,17.54,0,0,0,,Summer,31.8,11.5,65.2,Clear/Partly Cloudy,0,2025-05-18,2025-05-24,162,SYNTHETIC_TRAINING,2026-09-14 10:41:01.641,,7320,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0007321,2025-05-11,2025-05-17,2025,37,KOL-LOC-025,Beliaghata,1,BEV-004,Limca,Soft Drinks & Beverages,Coca-Cola,750 ml,Weekday,107,50,157,60.21,0,0,0,,Summer,31.8,11.5,65.2,Clear/Partly Cloudy,0,2025-05-18,2025-05-24,168,SYNTHETIC_TRAINING,2026-09-14 10:41:01.642,,7321,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0007322,2025-05-11,2025-05-17,2025,37,KOL-LOC-025,Beliaghata,2,BEV-007,Frooti Mango,Soft Drinks & Beverages,Parle Agro,750 ml,Weekday,112,52,164,57.6,0,0,0,,Summer,31.8,11.5,65.2,Clear/Partly Cloudy,0,2025-05-18,2025-05-24,177,SYNTHETIC_TRAINING,2026-09-14 10:41:01.642,,7322,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0007323,2025-05-11,2025-05-17,2025,37,KOL-LOC-025,Beliaghata,3,BEV-008,Paper Boat Aam Panna,Soft Drinks & Beverages,Paper Boat,1 L,Weekday,85,40,125,177.36,1,20,0,,Summer,31.8,11.5,65.2,Clear/Partly Cloudy,0,2025-05-18,2025-05-24,130,SYNTHETIC_TRAINING,2026-09-14 10:41:01.642,,7323,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
