demand_id,week_start_date,week_end_date,year,week_number,location_id,region_of_kolkata,demand_rank,product_id,product_name,category_name,brand,unit_size,weekday_weekend,weekday_units_sold,weekend_units_sold,units_sold,avg_selling_price_rs,promotion_flag,discount_pct,holiday_flag,festival_event,season,temperature_c,rainfall_mm,humidity_pct,weather_condition,stockout_flag,forecast_target_start,forecast_target_end,next_week_demand_target_units,data_source,recorded_at,region_week_key,region_product_week_key,assortment_size,rank_scope,rank_basis,selling_unit_workbook,selling_unit_sheet,selling_unit_source_row,selling_unit_lookup_hint,reference_layer,anchor_status,_row_id,_source_file,_source_sheet,_staged_at
DEM-0000001,2024-01-01 00:00:00,2024-01-07 00:00:00,2024,1,KOL-LOC-001,Lake Gardens,1,DAI-005,Mother Dairy Curd,Dairy & Milk Products,Mother Dairy,500 g,Weekday,111,35,146,52.79,0,0,0,,Winter,18.6,12.9,56.8,Clear/Partly Cloudy,0,2024-01-08 00:00:00,2024-01-14 00:00:00,152,SYNTHETIC_TRAINING | SUPPLIED_WEATHER | SUPPLIED_FESTIVAL | RESEARCHED_2026_FESTIVAL,46279.69444444445,KOL-LOC-001_20240101,KOL-LOC-001_20240101_DAI-005,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W001_2024-01-01,3,'W001_2024-01-01'!A3,regional_selling_unit_reference,observed_top5_anchor,1,Demand of last 2 years.xlsx,demand_training_data,2026-09-23T17:43:31.849070+00:00
DEM-0016270,45858,45864,2025,82,KOL-LOC-014,Behala,5,SNK-009,Uncle Chipps Plain Salted,Chips & Namkeen,Uncle Chipps,100 g,Weekday,54,26,80,39.1,0,0,0,,Monsoon,28.6,60.4,86.4,Rain,0,45865,45871,85,SYNTHETIC_TRAINING,46279.4451590625,KOL-LOC-014_20250720,KOL-LOC-014_20250720_SNK-009,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W082_2025-07-20,2607,'W082_2025-07-20'!A2607,regional_selling_unit_reference,observed_top5_anchor,16270,Demand of last 2 years.xlsx,demand_training_data,2026-09-23T17:43:31.849070+00:00
DEM-0016271,45858,45864,2025,82,KOL-LOC-015,Chetla,1,INS-001,Maggi 2-Minute Noodles,Instant & Packaged Foods,Nestlé,500 g,Weekday,70,24,94,93.06,0,0,0,,Monsoon,28.6,60.4,86.4,Rain,0,45865,45871,85,SYNTHETIC_TRAINING,46279.44515907407,KOL-LOC-015_20250720,KOL-LOC-015_20250720_INS-001,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W082_2025-07-20,2803,'W082_2025-07-20'!A2803,regional_selling_unit_reference,observed_top5_anchor,16271,Demand of last 2 years.xlsx,demand_training_data,2026-09-23T17:43:31.849070+00:00
DEM-0016272,45858,45864,2025,82,KOL-LOC-015,Chetla,2,INS-009,Quaker Oats,Instant & Packaged Foods,Quaker,500 g,Weekday,72,24,96,157.92,0,0,0,,Monsoon,28.6,60.4,86.4,Rain,0,45865,45871,95,SYNTHETIC_TRAINING,46279.44515907407,KOL-LOC-015_20250720,KOL-LOC-015_20250720_INS-009,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W082_2025-07-20,2804,'W082_2025-07-20'!A2804,regional_selling_unit_reference,observed_top5_anchor,16272,Demand of last 2 years.xlsx,demand_training_data,2026-09-23T17:43:31.849070+00:00
DEM-0016273,45858,45864,2025,82,KOL-LOC-015,Chetla,3,SNK-010,Balaji Wafers Masala,Chips & Namkeen,Balaji,400 g,Weekday,48,22,70,140.51,0,0,0,,Monsoon,28.6,60.4,86.4,Rain,0,45865,45871,71,SYNTHETIC_TRAINING,46279.44515907407,KOL-LOC-015_20250720,KOL-LOC-015_20250720_SNK-010,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W082_2025-07-20,2805,'W082_2025-07-20'!A2805,regional_selling_unit_reference,observed_top5_anchor,16273,Demand of last 2 years.xlsx,demand_training_data,2026-09-23T17:43:31.849070+00:00
DEM-0016274,45858,45864,2025,82,KOL-LOC-015,Chetla,4,INS-008,Kellogg's Corn Flakes,Instant & Packaged Foods,Kellogg's,250 g,Weekday,60,20,80,78.46,0,0,0,,Monsoon,28.6,60.4,86.4,Rain,0,45865,45871,80,SYNTHETIC_TRAINING,46279.44515907407,KOL-LOC-015_20250720,KOL-LOC-015_20250720_INS-008,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W082_2025-07-20,2806,'W082_2025-07-20'!A2806,regional_selling_unit_reference,observed_top5_anchor,16274,Demand of last 2 years.xlsx,demand_training_data,2026-09-23T17:43:31.849070+00:00
DEM-0016275,45858,45864,2025,82,KOL-LOC-015,Chetla,5,INS-004,MTR Ready-to-Eat Upma,Instant & Packaged Foods,MTR,250 g,Weekday,77,26,103,79.92,1,10,0,,Monsoon,28.6,60.4,86.4,Rain,0,45865,45871,99,SYNTHETIC_TRAINING,46279.44515907407,KOL-LOC-015_20250720,KOL-LOC-015_20250720_INS-004,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W082_2025-07-20,2807,'W082_2025-07-20'!A2807,regional_selling_unit_reference,observed_top5_anchor,16275,Demand of last 2 years.xlsx,demand_training_data,2026-09-23T17:43:31.849070+00:00
DEM-0016276,45858,45864,2025,82,KOL-LOC-016,Alipore,1,INS-001,Maggi 2-Minute Noodles,Instant & Packaged Foods,Nestlé,100 g,Weekday,99,33,132,20.93,1,10,0,,Monsoon,28.6,60.4,86.4,Rain,0,45865,45871,127,SYNTHETIC_TRAINING,46279.44515907407,KOL-LOC-016_20250720,KOL-LOC-016_20250720_INS-001,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W082_2025-07-20,3003,'W082_2025-07-20'!A3003,regional_selling_unit_reference,observed_top5_anchor,16276,Demand of last 2 years.xlsx,demand_training_data,2026-09-23T17:43:31.849070+00:00
DEM-0016277,45858,45864,2025,82,KOL-LOC-016,Alipore,2,INS-008,Kellogg's Corn Flakes,Instant & Packaged Foods,Kellogg's,100 g,Weekday,100,34,134,33.62,1,15,0,,Monsoon,28.6,60.4,86.4,Rain,0,45865,45871,137,SYNTHETIC_TRAINING,46279.44515907407,KOL-LOC-016_20250720,KOL-LOC-016_20250720_INS-008,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W082_2025-07-20,3004,'W082_2025-07-20'!A3004,regional_selling_unit_reference,observed_top5_anchor,16277,Demand of last 2 years.xlsx,demand_training_data,2026-09-23T17:43:31.849070+00:00
DEM-0016278,45858,45864,2025,82,KOL-LOC-016,Alipore,3,INS-009,Quaker Oats,Instant & Packaged Foods,Quaker,250 g,Weekday,82,28,110,84.18,0,0,0,,Monsoon,28.6,60.4,86.4,Rain,0,45865,45871,116,SYNTHETIC_TRAINING,46279.44515907407,KOL-LOC-016_20250720,KOL-LOC-016_20250720_INS-009,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W082_2025-07-20,3005,'W082_2025-07-20'!A3005,regional_selling_unit_reference,observed_top5_anchor,16278,Demand of last 2 years.xlsx,demand_training_data,2026-09-23T17:43:31.849070+00:00
DEM-0016279,45858,45864,2025,82,KOL-LOC-016,Alipore,4,SNK-010,Balaji Wafers Masala,Chips & Namkeen,Balaji,200 g,Weekday,65,31,96,72.46,1,12,0,,Monsoon,28.6,60.4,86.4,Rain,0,45865,45871,106,SYNTHETIC_TRAINING,46279.44515907407,KOL-LOC-016_20250720,KOL-LOC-016_20250720_SNK-010,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W082_2025-07-20,3006,'W082_2025-07-20'!A3006,regional_selling_unit_reference,observed_top5_anchor,16279,Demand of last 2 years.xlsx,demand_training_data,2026-09-23T17:43:31.849070+00:00
DEM-0016280,45858,45864,2025,82,KOL-LOC-016,Alipore,5,SNK-004,Bingo Original Style,Chips & Namkeen,Bingo,200 g,Weekday,62,29,91,70.15,0,0,0,,Monsoon,28.6,60.4,86.4,Rain,0,45865,45871,92,SYNTHETIC_TRAINING,46279.44515907407,KOL-LOC-016_20250720,KOL-LOC-016_20250720_SNK-004,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W082_2025-07-20,3007,'W082_2025-07-20'!A3007,regional_selling_unit_reference,observed_top5_anchor,16280,Demand of last 2 years.xlsx,demand_training_data,2026-09-23T17:43:31.849070+00:00
DEM-0016281,45858,45864,2025,82,KOL-LOC-017,Kalighat,1,INS-009,Quaker Oats,Instant & Packaged Foods,Quaker,100 g,Weekday,67,22,89,35.41,0,0,0,,Monsoon,28.6,60.4,86.4,Rain,0,45865,45871,89,SYNTHETIC_TRAINING,46279.44515907407,KOL-LOC-017_20250720,KOL-LOC-017_20250720_INS-009,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W082_2025-07-20,3203,'W082_2025-07-20'!A3203,regional_selling_unit_reference,observed_top5_anchor,16281,Demand of last 2 years.xlsx,demand_training_data,2026-09-23T17:43:31.849070+00:00
DEM-0016282,45858,45864,2025,82,KOL-LOC-017,Kalighat,2,INS-001,Maggi 2-Minute Noodles,Instant & Packaged Foods,Nestlé,100 g,Weekday,79,26,105,21.09,1,12,0,,Monsoon,28.6,60.4,86.4,Rain,0,45865,45871,101,SYNTHETIC_TRAINING,46279.44515907407,KOL-LOC-017_20250720,KOL-LOC-017_20250720_INS-001,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W082_2025-07-20,3204,'W082_2025-07-20'!A3204,regional_selling_unit_reference,observed_top5_anchor,16282,Demand of last 2 years.xlsx,demand_training_data,2026-09-23T17:43:31.849070+00:00
DEM-0016283,45858,45864,2025,82,KOL-LOC-017,Kalighat,3,INS-008,Kellogg's Corn Flakes,Instant & Packaged Foods,Kellogg's,50 g,Weekday,59,20,79,16.39,0,0,0,,Monsoon,28.6,60.4,86.4,Rain,0,45865,45871,77,SYNTHETIC_TRAINING,46279.44515907407,KOL-LOC-017_20250720,KOL-LOC-017_20250720_INS-008,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W082_2025-07-20,3205,'W082_2025-07-20'!A3205,regional_selling_unit_reference,observed_top5_anchor,16283,Demand of last 2 years.xlsx,demand_training_data,2026-09-23T17:43:31.849070+00:00
DEM-0016284,45858,45864,2025,82,KOL-LOC-017,Kalighat,4,INS-004,MTR Ready-to-Eat Upma,Instant & Packaged Foods,MTR,100 g,Weekday,72,24,96,32.3,0,0,0,,Monsoon,28.6,60.4,86.4,Rain,0,45865,45871,106,SYNTHETIC_TRAINING,46279.44515907407,KOL-LOC-017_20250720,KOL-LOC-017_20250720_INS-004,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W082_2025-07-20,3206,'W082_2025-07-20'!A3206,regional_selling_unit_reference,observed_top5_anchor,16284,Demand of last 2 years.xlsx,demand_training_data,2026-09-23T17:43:31.849070+00:00
DEM-0016285,45858,45864,2025,82,KOL-LOC-017,Kalighat,5,SNK-004,Bingo Original Style,Chips & Namkeen,Bingo,200 g,Weekday,54,26,80,70.12,0,0,0,,Monsoon,28.6,60.4,86.4,Rain,0,45865,45871,87,SYNTHETIC_TRAINING,46279.44515907407,KOL-LOC-017_20250720,KOL-LOC-017_20250720_SNK-004,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W082_2025-07-20,3207,'W082_2025-07-20'!A3207,regional_selling_unit_reference,observed_top5_anchor,16285,Demand of last 2 years.xlsx,demand_training_data,2026-09-23T17:43:31.849070+00:00
DEM-0016286,45858,45864,2025,82,KOL-LOC-018,Bhawanipore,1,SNK-009,Uncle Chipps Plain Salted,Chips & Namkeen,Uncle Chipps,50 g,Weekday,69,32,101,17.67,1,12,0,,Monsoon,28.6,60.4,86.4,Rain,0,45865,45871,110,SYNTHETIC_TRAINING,46279.44515907407,KOL-LOC-018_20250720,KOL-LOC-018_20250720_SNK-009,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W082_2025-07-20,3403,'W082_2025-07-20'!A3403,regional_selling_unit_reference,observed_top5_anchor,16286,Demand of last 2 years.xlsx,demand_training_data,2026-09-23T17:43:31.849070+00:00
DEM-0016287,45858,45864,2025,82,KOL-LOC-018,Bhawanipore,2,INS-009,Quaker Oats,Instant & Packaged Foods,Quaker,1 kg,Weekday,51,17,68,310.05,0,0,0,,Monsoon,28.6,60.4,86.4,Rain,0,45865,45871,67,SYNTHETIC_TRAINING,46279.44515907407,KOL-LOC-018_20250720,KOL-LOC-018_20250720_INS-009,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W082_2025-07-20,3404,'W082_2025-07-20'!A3404,regional_selling_unit_reference,observed_top5_anchor,16287,Demand of last 2 years.xlsx,demand_training_data,2026-09-23T17:43:31.849070+00:00
DEM-0016288,45858,45864,2025,82,KOL-LOC-018,Bhawanipore,3,INS-008,Kellogg's Corn Flakes,Instant & Packaged Foods,Kellogg's,500 g,Weekday,66,22,88,153.65,0,0,0,,Monsoon,28.6,60.4,86.4,Rain,0,45865,45871,91,SYNTHETIC_TRAINING,46279.44515907407,KOL-LOC-018_20250720,KOL-LOC-018_20250720_INS-008,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W082_2025-07-20,3405,'W082_2025-07-20'!A3405,regional_selling_unit_reference,observed_top5_anchor,16288,Demand of last 2 years.xlsx,demand_training_data,2026-09-23T17:43:31.849070+00:00
DEM-0016289,45858,45864,2025,82,KOL-LOC-018,Bhawanipore,4,INS-001,Maggi 2-Minute Noodles,Instant & Packaged Foods,Nestlé,100 g,Weekday,86,29,115,20.42,0,0,0,,Monsoon,28.6,60.4,86.4,Rain,0,45865,45871,115,SYNTHETIC_TRAINING,46279.44515907407,KOL-LOC-018_20250720,KOL-LOC-018_20250720_INS-001,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W082_2025-07-20,3406,'W082_2025-07-20'!A3406,regional_selling_unit_reference,observed_top5_anchor,16289,Demand of last 2 years.xlsx,demand_training_data,2026-09-23T17:43:31.849070+00:00
DEM-0016290,45858,45864,2025,82,KOL-LOC-018,Bhawanipore,5,SNK-010,Balaji Wafers Masala,Chips & Namkeen,Balaji,100 g,Weekday,73,35,108,38.02,1,5,0,,Monsoon,28.6,60.4,86.4,Rain,0,45865,45871,110,SYNTHETIC_TRAINING,46279.44515907407,KOL-LOC-018_20250720,KOL-LOC-018_20250720_SNK-010,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W082_2025-07-20,3407,'W082_2025-07-20'!A3407,regional_selling_unit_reference,observed_top5_anchor,16290,Demand of last 2 years.xlsx,demand_training_data,2026-09-23T17:43:31.849070+00:00
DEM-0016291,45858,45864,2025,82,KOL-LOC-019,Park Street,1,INS-001,Maggi 2-Minute Noodles,Instant & Packaged Foods,Nestlé,250 g,Weekday,114,38,152,47.4,1,8,0,,Monsoon,28.6,60.4,86.4,Rain,0,45865,45871,139,SYNTHETIC_TRAINING,46279.44515907407,KOL-LOC-019_20250720,KOL-LOC-019_20250720_INS-001,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W082_2025-07-20,3603,'W082_2025-07-20'!A3603,regional_selling_unit_reference,observed_top5_anchor,16291,Demand of last 2 years.xlsx,demand_training_data,2026-09-23T17:43:31.849070+00:00
DEM-0016292,45858,45864,2025,82,KOL-LOC-019,Park Street,2,INS-009,Quaker Oats,Instant & Packaged Foods,Quaker,250 g,Weekday,107,36,143,85.78,0,0,0,,Monsoon,28.6,60.4,86.4,Rain,0,45865,45871,129,SYNTHETIC_TRAINING,46279.44515907407,KOL-LOC-019_20250720,KOL-LOC-019_20250720_INS-009,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W082_2025-07-20,3604,'W082_2025-07-20'!A3604,regional_selling_unit_reference,observed_top5_anchor,16292,Demand of last 2 years.xlsx,demand_training_data,2026-09-23T17:43:31.849070+00:00
DEM-0016293,45858,45864,2025,82,KOL-LOC-019,Park Street,3,INS-008,Kellogg's Corn Flakes,Instant & Packaged Foods,Kellogg's,100 g,Weekday,103,34,137,32.5,1,10,0,,Monsoon,28.6,60.4,86.4,Rain,0,45865,45871,143,SYNTHETIC_TRAINING,46279.44515907407,KOL-LOC-019_20250720,KOL-LOC-019_20250720_INS-008,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W082_2025-07-20,3605,'W082_2025-07-20'!A3605,regional_selling_unit_reference,observed_top5_anchor,16293,Demand of last 2 years.xlsx,demand_training_data,2026-09-23T17:43:31.849070+00:00
DEM-0016294,45858,45864,2025,82,KOL-LOC-019,Park Street,4,INS-004,MTR Ready-to-Eat Upma,Instant & Packaged Foods,MTR,250 g,Weekday,82,27,109,80.23,0,0,0,,Monsoon,28.6,60.4,86.4,Rain,0,45865,45871,96,SYNTHETIC_TRAINING,46279.44515907407,KOL-LOC-019_20250720,KOL-LOC-019_20250720_INS-004,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W082_2025-07-20,3606,'W082_2025-07-20'!A3606,regional_selling_unit_reference,observed_top5_anchor,16294,Demand of last 2 years.xlsx,demand_training_data,2026-09-23T17:43:31.849070+00:00
DEM-0016295,45858,45864,2025,82,KOL-LOC-019,Park Street,5,SNK-009,Uncle Chipps Plain Salted,Chips & Namkeen,Uncle Chipps,90 g,Weekday,56,27,83,34.67,0,0,0,,Monsoon,28.6,60.4,86.4,Rain,0,45865,45871,83,SYNTHETIC_TRAINING,46279.44515907407,KOL-LOC-019_20250720,KOL-LOC-019_20250720_SNK-009,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W082_2025-07-20,3607,'W082_2025-07-20'!A3607,regional_selling_unit_reference,observed_top5_anchor,16295,Demand of last 2 years.xlsx,demand_training_data,2026-09-23T17:43:31.849070+00:00
DEM-0016296,45858,45864,2025,82,KOL-LOC-020,Esplanade,1,INS-009,Quaker Oats,Instant & Packaged Foods,Quaker,250 g,Weekday,85,28,113,85.78,0,0,0,,Monsoon,28.6,60.4,86.4,Rain,0,45865,45871,123,SYNTHETIC_TRAINING,46279.44515908565,KOL-LOC-020_20250720,KOL-LOC-020_20250720_INS-009,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W082_2025-07-20,3803,'W082_2025-07-20'!A3803,regional_selling_unit_reference,observed_top5_anchor,16296,Demand of last 2 years.xlsx,demand_training_data,2026-09-23T17:43:31.849070+00:00
DEM-0016297,45858,45864,2025,82,KOL-LOC-020,Esplanade,2,SNK-010,Balaji Wafers Masala,Chips & Namkeen,Balaji,90 g,Weekday,58,28,86,35.71,0,0,0,,Monsoon,28.6,60.4,86.4,Rain,0,45865,45871,81,SYNTHETIC_TRAINING,46279.44515908565,KOL-LOC-020_20250720,KOL-LOC-020_20250720_SNK-010,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W082_2025-07-20,3804,'W082_2025-07-20'!A3804,regional_selling_unit_reference,observed_top5_anchor,16297,Demand of last 2 years.xlsx,demand_training_data,2026-09-23T17:43:31.849070+00:00
DEM-0016298,45858,45864,2025,82,KOL-LOC-020,Esplanade,3,INS-001,Maggi 2-Minute Noodles,Instant & Packaged Foods,Nestlé,50 g,Weekday,62,21,83,11.96,0,0,0,,Monsoon,28.6,60.4,86.4,Rain,0,45865,45871,79,SYNTHETIC_TRAINING,46279.44515908565,KOL-LOC-020_20250720,KOL-LOC-020_20250720_INS-001,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W082_2025-07-20,3805,'W082_2025-07-20'!A3805,regional_selling_unit_reference,observed_top5_anchor,16298,Demand of last 2 years.xlsx,demand_training_data,2026-09-23T17:43:31.849070+00:00
DEM-0016299,45858,45864,2025,82,KOL-LOC-020,Esplanade,4,SNK-009,Uncle Chipps Plain Salted,Chips & Namkeen,Uncle Chipps,200 g,Weekday,80,37,117,71.41,0,0,0,,Monsoon,28.6,60.4,86.4,Rain,0,45865,45871,124,SYNTHETIC_TRAINING,46279.44515908565,KOL-LOC-020_20250720,KOL-LOC-020_20250720_SNK-009,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W082_2025-07-20,3806,'W082_2025-07-20'!A3806,regional_selling_unit_reference,observed_top5_anchor,16299,Demand of last 2 years.xlsx,demand_training_data,2026-09-23T17:43:31.849070+00:00
DEM-0016300,45858,45864,2025,82,KOL-LOC-020,Esplanade,5,SNK-004,Bingo Original Style,Chips & Namkeen,Bingo,90 g,Weekday,53,25,78,35.31,0,0,0,,Monsoon,28.6,60.4,86.4,Rain,0,45865,45871,81,SYNTHETIC_TRAINING,46279.44515908565,KOL-LOC-020_20250720,KOL-LOC-020_20250720_SNK-004,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W082_2025-07-20,3807,'W082_2025-07-20'!A3807,regional_selling_unit_reference,observed_top5_anchor,16300,Demand of last 2 years.xlsx,demand_training_data,2026-09-23T17:43:31.849070+00:00
DEM-0016301,45858,45864,2025,82,KOL-LOC-021,Entally,1,INS-009,Quaker Oats,Instant & Packaged Foods,Quaker,500 g,Weekday,64,22,86,162.97,0,0,0,,Monsoon,28.6,60.4,86.4,Rain,0,45865,45871,93,SYNTHETIC_TRAINING,46279.44515908565,KOL-LOC-021_20250720,KOL-LOC-021_20250720_INS-009,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W082_2025-07-20,4003,'W082_2025-07-20'!A4003,regional_selling_unit_reference,observed_top5_anchor,16301,Demand of last 2 years.xlsx,demand_training_data,2026-09-23T17:43:31.849070+00:00
DEM-0016302,45858,45864,2025,82,KOL-LOC-021,Entally,2,SNK-009,Uncle Chipps Plain Salted,Chips & Namkeen,Uncle Chipps,50 g,Weekday,48,22,70,18.51,0,0,0,,Monsoon,28.6,60.4,86.4,Rain,0,45865,45871,65,SYNTHETIC_TRAINING,46279.44515908565,KOL-LOC-021_20250720,KOL-LOC-021_20250720_SNK-009,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W082_2025-07-20,4004,'W082_2025-07-20'!A4004,regional_selling_unit_reference,observed_top5_anchor,16302,Demand of last 2 years.xlsx,demand_training_data,2026-09-23T17:43:31.849070+00:00
DEM-0016303,45858,45864,2025,82,KOL-LOC-021,Entally,3,SNK-010,Balaji Wafers Masala,Chips & Namkeen,Balaji,200 g,Weekday,59,28,87,72.71,0,0,0,,Monsoon,28.6,60.4,86.4,Rain,0,45865,45871,88,SYNTHETIC_TRAINING,46279.44515908565,KOL-LOC-021_20250720,KOL-LOC-021_20250720_SNK-010,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W082_2025-07-20,4005,'W082_2025-07-20'!A4005,regional_selling_unit_reference,observed_top5_anchor,16303,Demand of last 2 years.xlsx,demand_training_data,2026-09-23T17:43:31.849070+00:00
DEM-0016304,45858,45864,2025,82,KOL-LOC-021,Entally,4,INS-001,Maggi 2-Minute Noodles,Instant & Packaged Foods,Nestlé,100 g,Weekday,66,22,88,21.0,0,0,0,,Monsoon,28.6,60.4,86.4,Rain,0,45865,45871,94,SYNTHETIC_TRAINING,46279.44515908565,KOL-LOC-021_20250720,KOL-LOC-021_20250720_INS-001,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W082_2025-07-20,4006,'W082_2025-07-20'!A4006,regional_selling_unit_reference,observed_top5_anchor,16304,Demand of last 2 years.xlsx,demand_training_data,2026-09-23T17:43:31.849070+00:00
DEM-0016305,45858,45864,2025,82,KOL-LOC-021,Entally,5,SNK-004,Bingo Original Style,Chips & Namkeen,Bingo,400 g,Weekday,53,25,78,137.1,1,8,0,,Monsoon,28.6,60.4,86.4,Rain,0,45865,45871,70,SYNTHETIC_TRAINING,46279.44515908565,KOL-LOC-021_20250720,KOL-LOC-021_20250720_SNK-004,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W082_2025-07-20,4007,'W082_2025-07-20'!A4007,regional_selling_unit_reference,observed_top5_anchor,16305,Demand of last 2 years.xlsx,demand_training_data,2026-09-23T17:43:31.849070+00:00
DEM-0016306,45858,45864,2025,82,KOL-LOC-022,Sealdah,1,INS-001,Maggi 2-Minute Noodles,Instant & Packaged Foods,Nestlé,50 g,Weekday,60,20,80,11.88,0,0,0,,Monsoon,28.6,60.4,86.4,Rain,0,45865,45871,71,SYNTHETIC_TRAINING,46279.44515908565,KOL-LOC-022_20250720,KOL-LOC-022_20250720_INS-001,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W082_2025-07-20,4203,'W082_2025-07-20'!A4203,regional_selling_unit_reference,observed_top5_anchor,16306,Demand of last 2 years.xlsx,demand_training_data,2026-09-23T17:43:31.849070+00:00
