inventory_id,warehouse_id,product_id,shelf_id,available_stock,safety_stock
INV-716,WH-004,PRO-116,WH-KOL-004-Z03-R01-S04,40,6
INV-717,WH-004,PRO-117,WH-KOL-004-Z03-R01-S04,42,6
INV-718,WH-004,PRO-118,WH-KOL-004-Z03-R01-S04,60,9
INV-719,WH-004,PRO-119,WH-KOL-004-Z03-R01-S04,42,6
INV-720,WH-004,PRO-120,WH-KOL-004-Z03-R01-S04,56,8
INV-721,WH-004,PRO-121,WH-KOL-004-Z03-R01-S05,43,6
INV-722,WH-004,PRO-122,WH-KOL-004-Z03-R01-S05,37,6
INV-723,WH-004,PRO-123,WH-KOL-004-Z03-R01-S05,47,7
INV-724,WH-004,PRO-124,WH-KOL-004-Z03-R01-S05,45,7
INV-725,WH-004,PRO-125,WH-KOL-004-Z03-R01-S05,69,10
INV-726,WH-004,PRO-126,WH-KOL-004-Z03-R02-S01,35,5
INV-727,WH-004,PRO-127,WH-KOL-004-Z03-R02-S01,48,7
INV-728,WH-004,PRO-128,WH-KOL-004-Z03-R02-S01,75,11
INV-729,WH-004,PRO-129,WH-KOL-004-Z03-R02-S01,32,5
INV-730,WH-004,PRO-130,WH-KOL-004-Z03-R02-S01,39,6
INV-731,WH-004,PRO-131,WH-KOL-004-Z03-R02-S02,94,14
INV-732,WH-004,PRO-132,WH-KOL-004-Z03-R02-S02,81,12
INV-733,WH-004,PRO-133,WH-KOL-004-Z03-R02-S02,75,11
INV-734,WH-004,PRO-134,WH-KOL-004-Z03-R02-S02,87,13
INV-735,WH-004,PRO-135,WH-KOL-004-Z03-R02-S02,83,12
INV-736,WH-004,PRO-136,WH-KOL-004-Z03-R02-S03,86,13
INV-737,WH-004,PRO-137,WH-KOL-004-Z03-R02-S03,77,12
INV-738,WH-004,PRO-138,WH-KOL-004-Z03-R02-S03,54,8
INV-739,WH-004,PRO-139,WH-KOL-004-Z03-R02-S03,60,9
INV-740,WH-004,PRO-140,WH-KOL-004-Z03-R02-S03,63,9
INV-741,WH-004,PRO-141,WH-KOL-004-Z03-R02-S04,37,6
INV-742,WH-004,PRO-142,WH-KOL-004-Z03-R02-S04,34,5
INV-743,WH-004,PRO-143,WH-KOL-004-Z03-R02-S04,50,8
INV-744,WH-004,PRO-144,WH-KOL-004-Z03-R02-S04,44,7
INV-745,WH-004,PRO-145,WH-KOL-004-Z03-R02-S04,45,7
INV-746,WH-004,PRO-146,WH-KOL-004-Z03-R02-S05,43,6
INV-747,WH-004,PRO-147,WH-KOL-004-Z03-R02-S05,47,7
INV-748,WH-004,PRO-148,WH-KOL-004-Z03-R02-S05,46,7
INV-749,WH-004,PRO-149,WH-KOL-004-Z03-R02-S05,37,6
INV-750,WH-004,PRO-150,WH-KOL-004-Z03-R02-S05,44,7
INV-751,WH-004,PRO-151,WH-KOL-004-Z04-R01-S01,46,7
INV-752,WH-004,PRO-152,WH-KOL-004-Z04-R01-S01,48,7
INV-753,WH-004,PRO-153,WH-KOL-004-Z04-R01-S01,34,5
INV-754,WH-004,PRO-154,WH-KOL-004-Z04-R01-S01,34,5
INV-755,WH-004,PRO-155,WH-KOL-004-Z04-R01-S01,43,6
INV-756,WH-004,PRO-156,WH-KOL-004-Z04-R01-S02,47,7
INV-757,WH-004,PRO-157,WH-KOL-004-Z04-R01-S02,32,5
INV-758,WH-004,PRO-158,WH-KOL-004-Z04-R01-S02,47,7
INV-759,WH-004,PRO-159,WH-KOL-004-Z04-R01-S02,51,8
INV-760,WH-004,PRO-160,WH-KOL-004-Z04-R01-S02,35,5
INV-761,WH-004,PRO-161,WH-KOL-004-Z04-R01-S03,39,6
INV-762,WH-004,PRO-162,WH-KOL-004-Z04-R01-S03,37,6
INV-763,WH-004,PRO-163,WH-KOL-004-Z04-R01-S03,35,5
INV-764,WH-004,PRO-164,WH-KOL-004-Z04-R01-S03,44,7
INV-765,WH-004,PRO-165,WH-KOL-004-Z04-R01-S03,48,7
INV-766,WH-004,PRO-166,WH-KOL-004-Z04-R01-S04,40,6
INV-767,WH-004,PRO-167,WH-KOL-004-Z04-R01-S04,46,7
INV-768,WH-004,PRO-168,WH-KOL-004-Z04-R01-S04,33,5
INV-769,WH-004,PRO-169,WH-KOL-004-Z04-R01-S04,41,6
INV-770,WH-004,PRO-170,WH-KOL-004-Z04-R01-S04,40,6
INV-771,WH-004,PRO-171,WH-KOL-004-Z04-R01-S05,48,7
INV-772,WH-004,PRO-172,WH-KOL-004-Z04-R01-S05,33,5
INV-773,WH-004,PRO-173,WH-KOL-004-Z04-R01-S05,50,8
INV-774,WH-004,PRO-174,WH-KOL-004-Z04-R01-S05,46,7
INV-775,WH-004,PRO-175,WH-KOL-004-Z04-R01-S05,40,6
INV-776,WH-004,PRO-176,WH-KOL-004-Z04-R02-S01,39,6
INV-777,WH-004,PRO-177,WH-KOL-004-Z04-R02-S01,36,5
INV-778,WH-004,PRO-178,WH-KOL-004-Z04-R02-S01,53,8
INV-779,WH-004,PRO-179,WH-KOL-004-Z04-R02-S01,42,6
INV-780,WH-004,PRO-180,WH-KOL-004-Z04-R02-S01,41,6
INV-781,WH-004,PRO-181,WH-KOL-004-Z04-R02-S02,91,14
INV-782,WH-004,PRO-182,WH-KOL-004-Z04-R02-S02,38,6
INV-783,WH-004,PRO-183,WH-KOL-004-Z04-R02-S02,40,6
INV-784,WH-004,PRO-184,WH-KOL-004-Z04-R02-S02,62,9
INV-785,WH-004,PRO-185,WH-KOL-004-Z04-R02-S02,45,7
INV-786,WH-004,PRO-186,WH-KOL-004-Z04-R02-S03,70,10
INV-787,WH-004,PRO-187,WH-KOL-004-Z04-R02-S03,53,8
INV-788,WH-004,PRO-188,WH-KOL-004-Z04-R02-S03,87,13
INV-789,WH-004,PRO-189,WH-KOL-004-Z04-R02-S03,83,12
INV-790,WH-004,PRO-190,WH-KOL-004-Z04-R02-S03,69,10
INV-791,WH-004,PRO-191,WH-KOL-004-Z04-R02-S04,42,6
INV-792,WH-004,PRO-192,WH-KOL-004-Z04-R02-S04,41,6
INV-793,WH-004,PRO-193,WH-KOL-004-Z04-R02-S04,46,7
INV-794,WH-004,PRO-194,WH-KOL-004-Z04-R02-S04,41,6
INV-795,WH-004,PRO-195,WH-KOL-004-Z04-R02-S04,52,8
INV-796,WH-004,PRO-196,WH-KOL-004-Z04-R02-S05,43,6
INV-797,WH-004,PRO-197,WH-KOL-004-Z04-R02-S05,46,7
INV-798,WH-004,PRO-198,WH-KOL-004-Z04-R02-S05,53,8
INV-799,WH-004,PRO-199,WH-KOL-004-Z04-R02-S05,31,5
INV-800,WH-004,PRO-200,WH-KOL-004-Z04-R02-S05,53,8
INV-801,WH-005,PRO-001,WH-KOL-005-Z01-R01-S01,52,8
INV-802,WH-005,PRO-002,WH-KOL-005-Z01-R01-S01,78,12
INV-803,WH-005,PRO-003,WH-KOL-005-Z01-R01-S01,63,9
INV-804,WH-005,PRO-004,WH-KOL-005-Z01-R01-S01,58,9
INV-805,WH-005,PRO-005,WH-KOL-005-Z01-R01-S01,66,10
INV-806,WH-005,PRO-006,WH-KOL-005-Z01-R01-S02,69,10
INV-807,WH-005,PRO-007,WH-KOL-005-Z01-R01-S02,82,12
INV-808,WH-005,PRO-008,WH-KOL-005-Z01-R01-S02,80,12
INV-809,WH-005,PRO-009,WH-KOL-005-Z01-R01-S02,75,11
INV-810,WH-005,PRO-010,WH-KOL-005-Z01-R01-S02,60,9
INV-811,WH-005,PRO-011,WH-KOL-005-Z01-R01-S03,50,8
INV-812,WH-005,PRO-012,WH-KOL-005-Z01-R01-S03,47,7
INV-813,WH-005,PRO-013,WH-KOL-005-Z01-R01-S03,55,8
INV-814,WH-005,PRO-014,WH-KOL-005-Z01-R01-S03,50,8
INV-815,WH-005,PRO-015,WH-KOL-005-Z01-R01-S03,46,7
INV-816,WH-005,PRO-016,WH-KOL-005-Z01-R01-S04,50,8
INV-817,WH-005,PRO-017,WH-KOL-005-Z01-R01-S04,50,8
INV-818,WH-005,PRO-018,WH-KOL-005-Z01-R01-S04,39,6
INV-819,WH-005,PRO-019,WH-KOL-005-Z01-R01-S04,40,6
INV-820,WH-005,PRO-020,WH-KOL-005-Z01-R01-S04,49,7
INV-821,WH-005,PRO-021,WH-KOL-005-Z01-R01-S05,61,9
INV-822,WH-005,PRO-022,WH-KOL-005-Z01-R01-S05,84,13
INV-823,WH-005,PRO-023,WH-KOL-005-Z01-R01-S05,49,7
INV-824,WH-005,PRO-024,WH-KOL-005-Z01-R01-S05,93,14
INV-825,WH-005,PRO-025,WH-KOL-005-Z01-R01-S05,47,7
INV-826,WH-005,PRO-026,WH-KOL-005-Z01-R02-S01,59,9
INV-827,WH-005,PRO-027,WH-KOL-005-Z01-R02-S01,47,7
INV-828,WH-005,PRO-028,WH-KOL-005-Z01-R02-S01,72,11
INV-829,WH-005,PRO-029,WH-KOL-005-Z01-R02-S01,112,17
INV-830,WH-005,PRO-030,WH-KOL-005-Z01-R02-S01,99,15
INV-831,WH-005,PRO-031,WH-KOL-005-Z01-R02-S02,97,15
INV-832,WH-005,PRO-032,WH-KOL-005-Z01-R02-S02,91,14
INV-833,WH-005,PRO-033,WH-KOL-005-Z01-R02-S02,82,12
INV-834,WH-005,PRO-034,WH-KOL-005-Z01-R02-S02,65,10
INV-835,WH-005,PRO-035,WH-KOL-005-Z01-R02-S02,118,18
INV-836,WH-005,PRO-036,WH-KOL-005-Z01-R02-S03,74,11
INV-837,WH-005,PRO-037,WH-KOL-005-Z01-R02-S03,73,11
INV-838,WH-005,PRO-038,WH-KOL-005-Z01-R02-S03,87,13
INV-839,WH-005,PRO-039,WH-KOL-005-Z01-R02-S03,44,7
INV-840,WH-005,PRO-040,WH-KOL-005-Z01-R02-S03,63,9
INV-841,WH-005,PRO-041,WH-KOL-005-Z01-R02-S04,60,9
INV-842,WH-005,PRO-042,WH-KOL-005-Z01-R02-S04,86,13
INV-843,WH-005,PRO-043,WH-KOL-005-Z01-R02-S04,53,8
INV-844,WH-005,PRO-044,WH-KOL-005-Z01-R02-S04,63,9
INV-845,WH-005,PRO-045,WH-KOL-005-Z01-R02-S04,93,14
INV-846,WH-005,PRO-046,WH-KOL-005-Z01-R02-S05,52,8
INV-847,WH-005,PRO-047,WH-KOL-005-Z01-R02-S05,41,6
INV-848,WH-005,PRO-048,WH-KOL-005-Z01-R02-S05,59,9
INV-849,WH-005,PRO-049,WH-KOL-005-Z01-R02-S05,58,9
INV-850,WH-005,PRO-050,WH-KOL-005-Z01-R02-S05,100,15
INV-851,WH-005,PRO-051,WH-KOL-005-Z02-R01-S01,37,6
INV-852,WH-005,PRO-052,WH-KOL-005-Z02-R01-S01,39,6
INV-853,WH-005,PRO-053,WH-KOL-005-Z02-R01-S01,64,10
INV-854,WH-005,PRO-054,WH-KOL-005-Z02-R01-S01,106,16
INV-855,WH-005,PRO-055,WH-KOL-005-Z02-R01-S01,54,8
INV-856,WH-005,PRO-056,WH-KOL-005-Z02-R01-S02,56,8
INV-857,WH-005,PRO-057,WH-KOL-005-Z02-R01-S02,53,8
INV-858,WH-005,PRO-058,WH-KOL-005-Z02-R01-S02,53,8
INV-859,WH-005,PRO-059,WH-KOL-005-Z02-R01-S02,45,7
INV-860,WH-005,PRO-060,WH-KOL-005-Z02-R01-S02,43,6
INV-861,WH-005,PRO-061,WH-KOL-005-Z02-R01-S03,45,7
INV-862,WH-005,PRO-062,WH-KOL-005-Z02-R01-S03,48,7
INV-863,WH-005,PRO-063,WH-KOL-005-Z02-R01-S03,36,5
INV-864,WH-005,PRO-064,WH-KOL-005-Z02-R01-S03,52,8
INV-865,WH-005,PRO-065,WH-KOL-005-Z02-R01-S03,52,8
INV-866,WH-005,PRO-066,WH-KOL-005-Z02-R01-S04,47,7
INV-867,WH-005,PRO-067,WH-KOL-005-Z02-R01-S04,53,8
INV-868,WH-005,PRO-068,WH-KOL-005-Z02-R01-S04,43,6
INV-869,WH-005,PRO-069,WH-KOL-005-Z02-R01-S04,39,6
INV-870,WH-005,PRO-070,WH-KOL-005-Z02-R01-S04,44,7
INV-871,WH-005,PRO-071,WH-KOL-005-Z02-R01-S05,51,8
INV-872,WH-005,PRO-072,WH-KOL-005-Z02-R01-S05,51,8
INV-873,WH-005,PRO-073,WH-KOL-005-Z02-R01-S05,40,6
INV-874,WH-005,PRO-074,WH-KOL-005-Z02-R01-S05,54,8
INV-875,WH-005,PRO-075,WH-KOL-005-Z02-R01-S05,36,5
INV-876,WH-005,PRO-076,WH-KOL-005-Z02-R02-S01,43,6
INV-877,WH-005,PRO-077,WH-KOL-005-Z02-R02-S01,55,8
INV-878,WH-005,PRO-078,WH-KOL-005-Z02-R02-S01,55,8
INV-879,WH-005,PRO-079,WH-KOL-005-Z02-R02-S01,45,7
INV-880,WH-005,PRO-080,WH-KOL-005-Z02-R02-S01,50,8
INV-881,WH-005,PRO-081,WH-KOL-005-Z02-R02-S02,56,8
INV-882,WH-005,PRO-082,WH-KOL-005-Z02-R02-S02,48,7
INV-883,WH-005,PRO-083,WH-KOL-005-Z02-R02-S02,37,6
INV-884,WH-005,PRO-084,WH-KOL-005-Z02-R02-S02,43,6
INV-885,WH-005,PRO-085,WH-KOL-005-Z02-R02-S02,48,7
INV-886,WH-005,PRO-086,WH-KOL-005-Z02-R02-S03,39,6
INV-887,WH-005,PRO-087,WH-KOL-005-Z02-R02-S03,55,8
INV-888,WH-005,PRO-088,WH-KOL-005-Z02-R02-S03,54,8
INV-889,WH-005,PRO-089,WH-KOL-005-Z02-R02-S03,56,8
INV-890,WH-005,PRO-090,WH-KOL-005-Z02-R02-S03,37,6
INV-891,WH-005,PRO-091,WH-KOL-005-Z02-R02-S04,47,7
INV-892,WH-005,PRO-092,WH-KOL-005-Z02-R02-S04,54,8
INV-893,WH-005,PRO-093,WH-KOL-005-Z02-R02-S04,38,6
INV-894,WH-005,PRO-094,WH-KOL-005-Z02-R02-S04,56,8
INV-895,WH-005,PRO-095,WH-KOL-005-Z02-R02-S04,49,7
INV-896,WH-005,PRO-096,WH-KOL-005-Z02-R02-S05,51,8
INV-897,WH-005,PRO-097,WH-KOL-005-Z02-R02-S05,53,8
INV-898,WH-005,PRO-098,WH-KOL-005-Z02-R02-S05,56,8
INV-899,WH-005,PRO-099,WH-KOL-005-Z02-R02-S05,39,6
INV-900,WH-005,PRO-100,WH-KOL-005-Z02-R02-S05,38,6
INV-901,WH-005,PRO-101,WH-KOL-005-Z03-R01-S01,52,8
INV-902,WH-005,PRO-102,WH-KOL-005-Z03-R01-S01,36,5
INV-903,WH-005,PRO-103,WH-KOL-005-Z03-R01-S01,35,5
INV-904,WH-005,PRO-104,WH-KOL-005-Z03-R01-S01,37,6
INV-905,WH-005,PRO-105,WH-KOL-005-Z03-R01-S01,36,5
INV-906,WH-005,PRO-106,WH-KOL-005-Z03-R01-S02,49,7
INV-907,WH-005,PRO-107,WH-KOL-005-Z03-R01-S02,64,10
INV-908,WH-005,PRO-108,WH-KOL-005-Z03-R01-S02,43,6
INV-909,WH-005,PRO-109,WH-KOL-005-Z03-R01-S02,45,7
INV-910,WH-005,PRO-110,WH-KOL-005-Z03-R01-S02,47,7
INV-911,WH-005,PRO-111,WH-KOL-005-Z03-R01-S03,40,6
INV-912,WH-005,PRO-112,WH-KOL-005-Z03-R01-S03,42,6
INV-913,WH-005,PRO-113,WH-KOL-005-Z03-R01-S03,86,13
INV-914,WH-005,PRO-114,WH-KOL-005-Z03-R01-S03,49,7
INV-915,WH-005,PRO-115,WH-KOL-005-Z03-R01-S03,45,7
INV-916,WH-005,PRO-116,WH-KOL-005-Z03-R01-S04,48,7
INV-917,WH-005,PRO-117,WH-KOL-005-Z03-R01-S04,46,7
INV-918,WH-005,PRO-118,WH-KOL-005-Z03-R01-S04,59,9
INV-919,WH-005,PRO-119,WH-KOL-005-Z03-R01-S04,35,5
INV-920,WH-005,PRO-120,WH-KOL-005-Z03-R01-S04,66,10
INV-921,WH-005,PRO-121,WH-KOL-005-Z03-R01-S05,49,7
INV-922,WH-005,PRO-122,WH-KOL-005-Z03-R01-S05,42,6
INV-923,WH-005,PRO-123,WH-KOL-005-Z03-R01-S05,47,7
INV-924,WH-005,PRO-124,WH-KOL-005-Z03-R01-S05,43,6
INV-925,WH-005,PRO-125,WH-KOL-005-Z03-R01-S05,71,11
INV-926,WH-005,PRO-126,WH-KOL-005-Z03-R02-S01,37,6
INV-927,WH-005,PRO-127,WH-KOL-005-Z03-R02-S01,53,8
INV-928,WH-005,PRO-128,WH-KOL-005-Z03-R02-S01,61,9
INV-929,WH-005,PRO-129,WH-KOL-005-Z03-R02-S01,42,6
INV-930,WH-005,PRO-130,WH-KOL-005-Z03-R02-S01,39,6
INV-931,WH-005,PRO-131,WH-KOL-005-Z03-R02-S02,101,15
INV-932,WH-005,PRO-132,WH-KOL-005-Z03-R02-S02,95,14
INV-933,WH-005,PRO-133,WH-KOL-005-Z03-R02-S02,72,11
INV-934,WH-005,PRO-134,WH-KOL-005-Z03-R02-S02,61,9
INV-935,WH-005,PRO-135,WH-KOL-005-Z03-R02-S02,63,9
INV-936,WH-005,PRO-136,WH-KOL-005-Z03-R02-S03,84,13
INV-937,WH-005,PRO-137,WH-KOL-005-Z03-R02-S03,88,13
INV-938,WH-005,PRO-138,WH-KOL-005-Z03-R02-S03,81,12
INV-939,WH-005,PRO-139,WH-KOL-005-Z03-R02-S03,81,12
INV-940,WH-005,PRO-140,WH-KOL-005-Z03-R02-S03,82,12
INV-941,WH-005,PRO-141,WH-KOL-005-Z03-R02-S04,47,7
INV-942,WH-005,PRO-142,WH-KOL-005-Z03-R02-S04,35,5
INV-943,WH-005,PRO-143,WH-KOL-005-Z03-R02-S04,42,6
INV-944,WH-005,PRO-144,WH-KOL-005-Z03-R02-S04,36,5
INV-945,WH-005,PRO-145,WH-KOL-005-Z03-R02-S04,39,6
INV-946,WH-005,PRO-146,WH-KOL-005-Z03-R02-S05,44,7
INV-947,WH-005,PRO-147,WH-KOL-005-Z03-R02-S05,45,7
INV-948,WH-005,PRO-148,WH-KOL-005-Z03-R02-S05,41,6
INV-949,WH-005,PRO-149,WH-KOL-005-Z03-R02-S05,53,8
INV-950,WH-005,PRO-150,WH-KOL-005-Z03-R02-S05,47,7
INV-951,WH-005,PRO-151,WH-KOL-005-Z04-R01-S01,51,8
INV-952,WH-005,PRO-152,WH-KOL-005-Z04-R01-S01,51,8
INV-953,WH-005,PRO-153,WH-KOL-005-Z04-R01-S01,50,8
INV-954,WH-005,PRO-154,WH-KOL-005-Z04-R01-S01,50,8
INV-955,WH-005,PRO-155,WH-KOL-005-Z04-R01-S01,38,6
INV-956,WH-005,PRO-156,WH-KOL-005-Z04-R01-S02,51,8
INV-957,WH-005,PRO-157,WH-KOL-005-Z04-R01-S02,35,5
INV-958,WH-005,PRO-158,WH-KOL-005-Z04-R01-S02,53,8
INV-959,WH-005,PRO-159,WH-KOL-005-Z04-R01-S02,35,5
INV-960,WH-005,PRO-160,WH-KOL-005-Z04-R01-S02,58,9
INV-961,WH-005,PRO-161,WH-KOL-005-Z04-R01-S03,49,7
INV-962,WH-005,PRO-162,WH-KOL-005-Z04-R01-S03,36,5
INV-963,WH-005,PRO-163,WH-KOL-005-Z04-R01-S03,46,7
INV-964,WH-005,PRO-164,WH-KOL-005-Z04-R01-S03,55,8
INV-965,WH-005,PRO-165,WH-KOL-005-Z04-R01-S03,38,6
INV-966,WH-005,PRO-166,WH-KOL-005-Z04-R01-S04,50,8
INV-967,WH-005,PRO-167,WH-KOL-005-Z04-R01-S04,35,5
INV-968,WH-005,PRO-168,WH-KOL-005-Z04-R01-S04,44,7
INV-969,WH-005,PRO-169,WH-KOL-005-Z04-R01-S04,50,8
INV-970,WH-005,PRO-170,WH-KOL-005-Z04-R01-S04,37,6
INV-971,WH-005,PRO-171,WH-KOL-005-Z04-R01-S05,50,8
INV-972,WH-005,PRO-172,WH-KOL-005-Z04-R01-S05,51,8
INV-973,WH-005,PRO-173,WH-KOL-005-Z04-R01-S05,55,8
INV-974,WH-005,PRO-174,WH-KOL-005-Z04-R01-S05,51,8
INV-975,WH-005,PRO-175,WH-KOL-005-Z04-R01-S05,55,8
INV-976,WH-005,PRO-176,WH-KOL-005-Z04-R02-S01,48,7
INV-977,WH-005,PRO-177,WH-KOL-005-Z04-R02-S01,45,7
INV-978,WH-005,PRO-178,WH-KOL-005-Z04-R02-S01,48,7
INV-979,WH-005,PRO-179,WH-KOL-005-Z04-R02-S01,50,8
INV-980,WH-005,PRO-180,WH-KOL-005-Z04-R02-S01,52,8
INV-981,WH-005,PRO-181,WH-KOL-005-Z04-R02-S02,91,14
INV-982,WH-005,PRO-182,WH-KOL-005-Z04-R02-S02,63,9
INV-983,WH-005,PRO-183,WH-KOL-005-Z04-R02-S02,62,9
INV-984,WH-005,PRO-184,WH-KOL-005-Z04-R02-S02,87,13
INV-985,WH-005,PRO-185,WH-KOL-005-Z04-R02-S02,57,9
INV-986,WH-005,PRO-186,WH-KOL-005-Z04-R02-S03,61,9
INV-987,WH-005,PRO-187,WH-KOL-005-Z04-R02-S03,56,8
INV-988,WH-005,PRO-188,WH-KOL-005-Z04-R02-S03,94,14
INV-989,WH-005,PRO-189,WH-KOL-005-Z04-R02-S03,89,13
INV-990,WH-005,PRO-190,WH-KOL-005-Z04-R02-S03,101,15
INV-991,WH-005,PRO-191,WH-KOL-005-Z04-R02-S04,46,7
INV-992,WH-005,PRO-192,WH-KOL-005-Z04-R02-S04,43,6
INV-993,WH-005,PRO-193,WH-KOL-005-Z04-R02-S04,43,6
INV-994,WH-005,PRO-194,WH-KOL-005-Z04-R02-S04,49,7
INV-995,WH-005,PRO-195,WH-KOL-005-Z04-R02-S04,53,8
INV-996,WH-005,PRO-196,WH-KOL-005-Z04-R02-S05,56,8
INV-997,WH-005,PRO-197,WH-KOL-005-Z04-R02-S05,39,6
INV-998,WH-005,PRO-198,WH-KOL-005-Z04-R02-S05,49,7
INV-999,WH-005,PRO-199,WH-KOL-005-Z04-R02-S05,43,6
INV-1000,WH-005,PRO-200,WH-KOL-005-Z04-R02-S05,35,5
INV-1001,WH-006,PRO-001,WH-KOL-006-Z01-R01-S01,88,13
INV-1002,WH-006,PRO-002,WH-KOL-006-Z01-R01-S01,89,13
INV-1003,WH-006,PRO-003,WH-KOL-006-Z01-R01-S01,97,15
INV-1004,WH-006,PRO-004,WH-KOL-006-Z01-R01-S01,66,10
INV-1005,WH-006,PRO-005,WH-KOL-006-Z01-R01-S01,75,11
INV-1006,WH-006,PRO-006,WH-KOL-006-Z01-R01-S02,94,14
INV-1007,WH-006,PRO-007,WH-KOL-006-Z01-R01-S02,74,11
INV-1008,WH-006,PRO-008,WH-KOL-006-Z01-R01-S02,64,10
INV-1009,WH-006,PRO-009,WH-KOL-006-Z01-R01-S02,70,10
INV-1010,WH-006,PRO-010,WH-KOL-006-Z01-R01-S02,89,13
INV-1011,WH-006,PRO-011,WH-KOL-006-Z01-R01-S03,67,10
INV-1012,WH-006,PRO-012,WH-KOL-006-Z01-R01-S03,61,9
INV-1013,WH-006,PRO-013,WH-KOL-006-Z01-R01-S03,66,10
INV-1014,WH-006,PRO-014,WH-KOL-006-Z01-R01-S03,64,10
INV-1015,WH-006,PRO-015,WH-KOL-006-Z01-R01-S03,61,9
INV-1016,WH-006,PRO-016,WH-KOL-006-Z01-R01-S04,46,7
INV-1017,WH-006,PRO-017,WH-KOL-006-Z01-R01-S04,63,9
INV-1018,WH-006,PRO-018,WH-KOL-006-Z01-R01-S04,41,6
INV-1019,WH-006,PRO-019,WH-KOL-006-Z01-R01-S04,44,7
INV-1020,WH-006,PRO-020,WH-KOL-006-Z01-R01-S04,44,7
INV-1021,WH-006,PRO-021,WH-KOL-006-Z01-R01-S05,104,16
INV-1022,WH-006,PRO-022,WH-KOL-006-Z01-R01-S05,74,11
INV-1023,WH-006,PRO-023,WH-KOL-006-Z01-R01-S05,72,11
INV-1024,WH-006,PRO-024,WH-KOL-006-Z01-R01-S05,104,16
INV-1025,WH-006,PRO-025,WH-KOL-006-Z01-R01-S05,51,8
INV-1026,WH-006,PRO-026,WH-KOL-006-Z01-R02-S01,92,14
INV-1027,WH-006,PRO-027,WH-KOL-006-Z01-R02-S01,54,8
INV-1028,WH-006,PRO-028,WH-KOL-006-Z01-R02-S01,117,18
INV-1029,WH-006,PRO-029,WH-KOL-006-Z01-R02-S01,89,13
INV-1030,WH-006,PRO-030,WH-KOL-006-Z01-R02-S01,126,19
INV-1031,WH-006,PRO-031,WH-KOL-006-Z01-R02-S02,86,13
INV-1032,WH-006,PRO-032,WH-KOL-006-Z01-R02-S02,84,13
INV-1033,WH-006,PRO-033,WH-KOL-006-Z01-R02-S02,127,19
INV-1034,WH-006,PRO-034,WH-KOL-006-Z01-R02-S02,114,17
INV-1035,WH-006,PRO-035,WH-KOL-006-Z01-R02-S02,108,16
INV-1036,WH-006,PRO-036,WH-KOL-006-Z01-R02-S03,91,14
INV-1037,WH-006,PRO-037,WH-KOL-006-Z01-R02-S03,88,13
INV-1038,WH-006,PRO-038,WH-KOL-006-Z01-R02-S03,89,13
INV-1039,WH-006,PRO-039,WH-KOL-006-Z01-R02-S03,59,9
INV-1040,WH-006,PRO-040,WH-KOL-006-Z01-R02-S03,98,15
INV-1041,WH-006,PRO-041,WH-KOL-006-Z01-R02-S04,58,9
INV-1042,WH-006,PRO-042,WH-KOL-006-Z01-R02-S04,131,20
INV-1043,WH-006,PRO-043,WH-KOL-006-Z01-R02-S04,64,10
INV-1044,WH-006,PRO-044,WH-KOL-006-Z01-R02-S04,77,12
INV-1045,WH-006,PRO-045,WH-KOL-006-Z01-R02-S04,107,16
INV-1046,WH-006,PRO-046,WH-KOL-006-Z01-R02-S05,61,9
INV-1047,WH-006,PRO-047,WH-KOL-006-Z01-R02-S05,58,9
INV-1048,WH-006,PRO-048,WH-KOL-006-Z01-R02-S05,54,8
INV-1049,WH-006,PRO-049,WH-KOL-006-Z01-R02-S05,58,9
INV-1050,WH-006,PRO-050,WH-KOL-006-Z01-R02-S05,104,16
INV-1051,WH-006,PRO-051,WH-KOL-006-Z02-R01-S01,65,10
INV-1052,WH-006,PRO-052,WH-KOL-006-Z02-R01-S01,51,8
INV-1053,WH-006,PRO-053,WH-KOL-006-Z02-R01-S01,83,12
INV-1054,WH-006,PRO-054,WH-KOL-006-Z02-R01-S01,75,11
INV-1055,WH-006,PRO-055,WH-KOL-006-Z02-R01-S01,52,8
INV-1056,WH-006,PRO-056,WH-KOL-006-Z02-R01-S02,49,7
INV-1057,WH-006,PRO-057,WH-KOL-006-Z02-R01-S02,60,9
INV-1058,WH-006,PRO-058,WH-KOL-006-Z02-R01-S02,50,8
INV-1059,WH-006,PRO-059,WH-KOL-006-Z02-R01-S02,62,9
INV-1060,WH-006,PRO-060,WH-KOL-006-Z02-R01-S02,48,7
INV-1061,WH-006,PRO-061,WH-KOL-006-Z02-R01-S03,54,8
INV-1062,WH-006,PRO-062,WH-KOL-006-Z02-R01-S03,55,8
INV-1063,WH-006,PRO-063,WH-KOL-006-Z02-R01-S03,49,7
INV-1064,WH-006,PRO-064,WH-KOL-006-Z02-R01-S03,45,7
INV-1065,WH-006,PRO-065,WH-KOL-006-Z02-R01-S03,48,7
INV-1066,WH-006,PRO-066,WH-KOL-006-Z02-R01-S04,43,6
INV-1067,WH-006,PRO-067,WH-KOL-006-Z02-R01-S04,45,7
INV-1068,WH-006,PRO-068,WH-KOL-006-Z02-R01-S04,50,8
INV-1069,WH-006,PRO-069,WH-KOL-006-Z02-R01-S04,52,8
INV-1070,WH-006,PRO-070,WH-KOL-006-Z02-R01-S04,51,8
INV-1071,WH-006,PRO-071,WH-KOL-006-Z02-R01-S05,63,9
