warehouse_id,product_id,product_name,category_name,brand,unit_size,shelf_id,bin_id,zone_id,rack_id,shelf_level,slot_no,slot_capacity_units,opening_stock_units,received_units,current_stock_units,reserved_stock_units,available_stock_units,damaged_units,cost_price_rs,selling_price_rs,stock_value_rs,potential_sales_value_rs,margin_per_unit_rs,avg_weekly_demand_units,weeks_of_cover,target_stock_units,shortage_units,reorder_flag,stock_status,snapshot_date,inventory_risk,weeks_of_cover_calc,reorder_flag_calc,stock_cost_value_rs,available_sales_value_rs,source_file,standardized_at
WH-KOL-007,SNK-008,Bikaji Bikaneri Bhujia,Chips & Namkeen,Bikaji,50 g,WH-KOL-007-Z01-R02-S01,WH-KOL-007-Z01-R02-S01-B03,Z01,R02,S01,3,200,101,5,75,7,68,0,52.2,60.0,,,7.8,45.2,,90.4,22.4,,Healthy,2026-08-31,NORMAL,1.5,1,3915.0,4080.0,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,SNK-009,Uncle Chipps Plain Salted,Chips & Namkeen,Uncle Chipps,50 g,WH-KOL-007-Z01-R02-S01,WH-KOL-007-Z01-R02-S01-B04,Z01,R02,S01,4,200,122,51,93,4,89,0,52.2,60.0,,,7.8,70.2,,140.4,51.4,,Healthy,2026-08-31,NORMAL,1.27,1,4854.6,5340.0,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,SNK-010,Balaji Wafers Masala,Chips & Namkeen,Balaji,50 g,WH-KOL-007-Z01-R02-S01,WH-KOL-007-Z01-R02-S01-B05,Z01,R02,S01,5,200,92,34,74,3,71,0,52.2,60.0,,,7.8,47.8,,95.6,24.6,,Healthy,2026-08-31,NORMAL,1.49,1,3862.8,4260.0,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,BEV-001,Coca-Cola,Soft Drinks & Beverages,Coca-Cola,200 ml,WH-KOL-007-Z01-R02-S02,WH-KOL-007-Z01-R02-S02-B01,Z01,R02,S02,1,200,102,21,79,7,72,0,40.0,46.0,,,6.0,71.9,,143.8,71.8,,Healthy,2026-08-31,NORMAL,1.0,1,3160.0,3312.0,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,BEV-002,Thums Up,Soft Drinks & Beverages,Coca-Cola,200 ml,WH-KOL-007-Z01-R02-S02,WH-KOL-007-Z01-R02-S02-B02,Z01,R02,S02,2,200,94,35,78,3,75,0,40.0,46.0,,,6.0,73.1,,146.2,71.2,,Healthy,2026-08-31,NORMAL,1.03,1,3120.0,3450.0,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,BEV-003,Sprite,Soft Drinks & Beverages,Coca-Cola,200 ml,WH-KOL-007-Z01-R02-S02,WH-KOL-007-Z01-R02-S02-B03,Z01,R02,S02,3,200,120,21,94,8,86,0,40.0,46.0,,,6.0,81.1,,162.2,76.2,,Healthy,2026-08-31,NORMAL,1.06,1,3760.0,3956.0,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,BEV-004,Limca,Soft Drinks & Beverages,Coca-Cola,200 ml,WH-KOL-007-Z01-R02-S02,WH-KOL-007-Z01-R02-S02-B04,Z01,R02,S02,4,200,127,55,97,3,94,0,40.0,46.0,,,6.0,89.2,,178.4,84.4,,Healthy,2026-08-31,NORMAL,1.05,1,3880.0,4324.0,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,BEV-005,Fanta Orange,Soft Drinks & Beverages,Coca-Cola,200 ml,WH-KOL-007-Z01-R02-S02,WH-KOL-007-Z01-R02-S02-B05,Z01,R02,S02,5,200,125,50,112,4,108,0,40.0,46.0,,,6.0,99.2,,198.4,90.4,,Healthy,2026-08-31,NORMAL,1.09,1,4480.0,4968.0,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,BEV-006,Maaza Mango,Soft Drinks & Beverages,Coca-Cola,200 ml,WH-KOL-007-Z01-R02-S03,WH-KOL-007-Z01-R02-S03-B01,Z01,R02,S03,1,200,82,41,81,7,74,0,40.0,46.0,,,6.0,92.8,,185.6,111.6,,Healthy,2026-08-31,NORMAL,0.8,1,3240.0,3404.0,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,BEV-007,Frooti Mango,Soft Drinks & Beverages,Parle Agro,200 ml,WH-KOL-007-Z01-R02-S03,WH-KOL-007-Z01-R02-S03-B02,Z01,R02,S03,2,200,89,2,71,5,66,0,36.0,41.4,,,5.4,104.7,,209.4,143.4,,Healthy,2026-08-31,NORMAL,0.63,1,2556.0,2732.4,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,BEV-008,Paper Boat Aam Panna,Soft Drinks & Beverages,Paper Boat,200 ml,WH-KOL-007-Z01-R02-S03,WH-KOL-007-Z01-R02-S03-B03,Z01,R02,S03,3,200,106,45,85,4,81,0,84.8,97.4,,,12.6,98.0,,196.0,115.0,,Healthy,2026-08-31,NORMAL,0.83,1,7208.0,7889.4,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,BEV-009,Red Bull Energy Drink,Soft Drinks & Beverages,Red Bull,200 ml,WH-KOL-007-Z01-R02-S03,WH-KOL-007-Z01-R02-S03-B04,Z01,R02,S03,4,200,65,36,43,2,41,0,722.4,830.6,,,108.2,23.6,,47.2,6.2,,Healthy,2026-08-31,NORMAL,1.74,1,31063.2,34054.6,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,BEV-010,Kinley Mineral Water,Soft Drinks & Beverages,Kinley,200 ml,WH-KOL-007-Z01-R02-S03,WH-KOL-007-Z01-R02-S03-B05,Z01,R02,S03,5,200,94,56,81,4,77,0,36.0,41.4,,,5.4,89.1,,178.2,101.2,,Healthy,2026-08-31,NORMAL,0.86,1,2916.0,3187.8,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,DAI-001,Amul Full Cream Milk,Dairy & Milk Products,Amul,200 ml,WH-KOL-007-Z01-R02-S04,WH-KOL-007-Z01-R02-S04-B01,Z01,R02,S04,1,200,59,29,57,4,53,0,319.0,367.0,,,48.0,23.0,,46.0,0.0,,Healthy,2026-08-31,NORMAL,2.3,0,18183.0,19451.0,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,DAI-002,Amul Taaza Toned Milk,Dairy & Milk Products,Amul,200 ml,WH-KOL-007-Z01-R02-S04,WH-KOL-007-Z01-R02-S04-B02,Z01,R02,S04,2,200,123,25,103,5,98,0,59.8,68.8,,,9.0,59.2,,118.4,20.4,,Healthy,2026-08-31,NORMAL,1.66,1,6159.4,6742.4,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,DAI-003,Mother Dairy Toned Milk,Dairy & Milk Products,Mother Dairy,200 ml,WH-KOL-007-Z01-R02-S04,WH-KOL-007-Z01-R02-S04-B03,Z01,R02,S04,3,200,78,4,67,3,64,0,58.8,67.8,,,9.0,24.9,,49.8,0.0,,Healthy,2026-08-31,NORMAL,2.57,0,3939.6,4339.2,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,DAI-004,Amul Masti Dahi,Dairy & Milk Products,Amul,100 g,WH-KOL-007-Z01-R02-S04,WH-KOL-007-Z01-R02-S04-B04,Z01,R02,S04,4,200,58,4,49,4,45,0,70.0,80.6,,,10.6,22.1,,44.2,0.0,,Healthy,2026-08-31,NORMAL,2.04,0,3430.0,3627.0,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,DAI-005,Mother Dairy Curd,Dairy & Milk Products,Mother Dairy,100 g,WH-KOL-007-Z01-R02-S04,WH-KOL-007-Z01-R02-S04-B05,Z01,R02,S04,5,200,106,43,99,9,90,0,68.8,79.2,,,10.4,62.3,,124.6,34.6,,Healthy,2026-08-31,NORMAL,1.44,1,6811.2,7128.0,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,DAI-006,Amul Butter,Dairy & Milk Products,Amul,100 g,WH-KOL-007-Z01-R02-S05,WH-KOL-007-Z01-R02-S05-B01,Z01,R02,S05,1,200,82,37,55,3,52,0,428.2,492.2,,,64.0,20.4,,40.8,0.0,,Healthy,2026-08-31,NORMAL,2.55,0,23551.0,25594.4,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,DAI-007,Amul Paneer,Dairy & Milk Products,Amul,100 g,WH-KOL-007-Z01-R02-S05,WH-KOL-007-Z01-R02-S05-B02,Z01,R02,S05,2,200,56,24,44,3,41,0,309.8,356.2,,,46.4,17.2,,34.4,0.0,,Healthy,2026-08-31,NORMAL,2.38,0,13631.2,14604.2,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,DAI-008,Amul Cheese Slices,Dairy & Milk Products,Amul,100 g,WH-KOL-007-Z01-R02-S05,WH-KOL-007-Z01-R02-S05-B03,Z01,R02,S05,3,200,48,30,41,2,39,0,383.6,441.0,,,57.4,23.8,,47.6,8.6,,Healthy,2026-08-31,NORMAL,1.64,1,15727.6,17199.0,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,DAI-009,Epigamia Greek Yogurt,Dairy & Milk Products,Epigamia,100 g,WH-KOL-007-Z01-R02-S05,WH-KOL-007-Z01-R02-S05-B04,Z01,R02,S05,4,200,54,35,44,4,40,0,705.6,811.2,,,105.6,24.8,,49.6,9.6,,Healthy,2026-08-31,NORMAL,1.61,1,31046.4,32448.0,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,DAI-010,Amul Fresh Cream,Dairy & Milk Products,Amul,200 ml,WH-KOL-007-Z01-R02-S05,WH-KOL-007-Z01-R02-S05-B05,Z01,R02,S05,5,200,96,33,80,7,73,0,319.0,367.0,,,48.0,67.1,,134.2,61.2,,Healthy,2026-08-31,NORMAL,1.09,1,25520.0,26791.0,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,BAK-001,Britannia White Bread,Bread & Bakery,Britannia,200 g,WH-KOL-007-Z02-R01-S01,WH-KOL-007-Z02-R01-S01-B01,Z02,R01,S01,1,200,63,55,35,2,33,0,42.8,49.2,,,6.4,26.1,,52.2,19.2,,Healthy,2026-08-31,NORMAL,1.26,1,1498.0,1623.6,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,BAK-002,Britannia Brown Bread,Bread & Bakery,Britannia,200 g,WH-KOL-007-Z02-R01-S01,WH-KOL-007-Z02-R01-S01-B02,Z02,R01,S01,2,200,77,17,48,4,44,0,42.8,49.2,,,6.4,28.5,,57.0,13.0,,Healthy,2026-08-31,NORMAL,1.54,1,2054.4,2164.8,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,BAK-003,Modern Milk Bread,Bread & Bakery,Modern,200 g,WH-KOL-007-Z02-R01-S01,WH-KOL-007-Z02-R01-S01-B03,Z02,R01,S01,3,200,115,36,86,7,79,0,42.8,49.2,,,6.4,72.9,,145.8,66.8,,Healthy,2026-08-31,NORMAL,1.08,1,3680.8,3886.8,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,BAK-004,Harvest Gold White Bread,Bread & Bakery,Harvest Gold,200 g,WH-KOL-007-Z02-R01-S01,WH-KOL-007-Z02-R01-S01-B04,Z02,R01,S01,4,200,122,2,104,9,95,1,42.8,49.2,,,6.4,71.9,,143.8,48.8,,Healthy,2026-08-31,NORMAL,1.32,1,4451.2,4674.0,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,BAK-005,Britannia Fruit Cake,Bread & Bakery,Britannia,200 g,WH-KOL-007-Z02-R01-S01,WH-KOL-007-Z02-R01-S01-B05,Z02,R01,S01,5,200,66,52,39,3,36,0,162.4,186.8,,,24.4,30.4,,60.8,24.8,,Healthy,2026-08-31,NORMAL,1.18,1,6333.6,6724.8,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,BAK-006,Monginis Chocolate Cake,Bread & Bakery,Monginis,200 g,WH-KOL-007-Z02-R01-S02,WH-KOL-007-Z02-R01-S02-B01,Z02,R01,S02,1,200,67,57,49,4,45,0,162.4,186.8,,,24.4,25.9,,51.8,6.8,,Healthy,2026-08-31,NORMAL,1.74,1,7957.6,8406.0,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,BAK-007,Monginis Cream Roll,Bread & Bakery,Monginis,200 g,WH-KOL-007-Z02-R01-S02,WH-KOL-007-Z02-R01-S02-B02,Z02,R01,S02,2,200,64,21,55,3,52,0,85.6,98.4,,,12.8,20.4,,40.8,0.0,,Healthy,2026-08-31,NORMAL,2.55,0,4708.0,5116.8,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,BAK-008,Modern Sandwich Bread,Bread & Bakery,Modern,200 g,WH-KOL-007-Z02-R01-S02,WH-KOL-007-Z02-R01-S02-B03,Z02,R01,S02,3,200,44,27,41,3,38,0,42.8,49.2,,,6.4,19.1,,38.2,0.2,,Healthy,2026-08-31,NORMAL,1.99,1,1754.8,1869.6,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,BAK-009,Britannia Croissant,Bread & Bakery,Britannia,200 g,WH-KOL-007-Z02-R01-S02,WH-KOL-007-Z02-R01-S02-B04,Z02,R01,S02,4,200,46,31,38,2,36,0,94.0,108.0,,,14.0,22.3,,44.6,8.6,,Healthy,2026-08-31,NORMAL,1.61,1,3572.0,3888.0,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,BAK-010,Theobroma Brownie Box,Bread & Bakery,Theobroma,200 g,WH-KOL-007-Z02-R01-S02,WH-KOL-007-Z02-R01-S02-B05,Z02,R01,S02,5,200,66,14,40,2,38,0,422.2,485.6,,,63.4,25.8,,51.6,13.6,,Healthy,2026-08-31,NORMAL,1.47,1,16888.0,18452.8,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,STP-001,India Gate Basmati Rice,Rice & Staples,India Gate,500 g,WH-KOL-007-Z02-R01-S03,WH-KOL-007-Z02-R01-S03-B01,Z02,R01,S03,1,200,61,22,55,4,51,0,259.4,298.4,,,39.0,5.0,,10.0,0.0,,Healthy,2026-08-31,NORMAL,10.2,0,14267.0,15218.4,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,STP-002,Daawat Basmati Rice,Rice & Staples,Daawat,500 g,WH-KOL-007-Z02-R01-S03,WH-KOL-007-Z02-R01-S03-B02,Z02,R01,S03,2,200,65,38,44,3,41,0,255.0,293.2,,,38.2,4.4,,8.8,0.0,,Healthy,2026-08-31,NORMAL,9.32,0,11220.0,12021.2,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,STP-003,Fortune Rozana Rice,Rice & Staples,Fortune,500 g,WH-KOL-007-Z02-R01-S03,WH-KOL-007-Z02-R01-S03-B03,Z02,R01,S03,3,200,66,55,37,2,35,0,231.8,266.6,,,34.8,5.2,,10.4,0.0,,Healthy,2026-08-31,NORMAL,6.73,0,8576.6,9331.0,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,STP-004,Gobindobhog Rice,Rice & Staples,Local Premium,500 g,WH-KOL-007-Z02-R01-S03,WH-KOL-007-Z02-R01-S03-B04,Z02,R01,S03,4,200,70,20,51,2,49,0,231.8,266.6,,,34.8,4.4,,8.8,0.0,,Healthy,2026-08-31,NORMAL,11.14,0,11821.8,13063.4,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,STP-005,India Gate Dubar Rice,Rice & Staples,India Gate,500 g,WH-KOL-007-Z02-R01-S03,WH-KOL-007-Z02-R01-S03-B05,Z02,R01,S03,5,200,64,56,56,2,54,0,259.4,298.4,,,39.0,4.5,,9.0,0.0,,Healthy,2026-08-31,NORMAL,12.0,0,14526.4,16113.6,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,STP-006,Daawat Sona Masuri Rice,Rice & Staples,Daawat,500 g,WH-KOL-007-Z02-R01-S04,WH-KOL-007-Z02-R01-S04-B01,Z02,R01,S04,1,200,46,29,46,3,43,0,255.0,293.2,,,38.2,6.2,,12.4,0.0,,Healthy,2026-08-31,NORMAL,6.94,0,11730.0,12607.6,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,STP-007,Lal Qilla Basmati Rice,Rice & Staples,Lal Qilla,500 g,WH-KOL-007-Z02-R01-S04,WH-KOL-007-Z02-R01-S04-B02,Z02,R01,S04,2,200,60,14,44,4,40,0,231.8,266.6,,,34.8,6.8,,13.6,0.0,,Healthy,2026-08-31,NORMAL,5.88,0,10199.2,10664.0,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,STP-008,Fortune Everyday Rice,Rice & Staples,Fortune,500 g,WH-KOL-007-Z02-R01-S04,WH-KOL-007-Z02-R01-S04-B03,Z02,R01,S04,3,200,70,45,43,2,41,0,231.8,266.6,,,34.8,6.8,,13.6,0.0,,Healthy,2026-08-31,NORMAL,6.03,0,9967.4,10930.6,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,STP-009,Kohinoor Basmati Rice,Rice & Staples,Kohinoor,500 g,WH-KOL-007-Z02-R01-S04,WH-KOL-007-Z02-R01-S04-B04,Z02,R01,S04,4,200,68,28,42,2,40,0,231.8,266.6,,,34.8,5.9,,11.8,0.0,,Healthy,2026-08-31,NORMAL,6.78,0,9735.6,10664.0,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,STP-010,Miniket Rice,Rice & Staples,Local,500 g,WH-KOL-007-Z02-R01-S04,WH-KOL-007-Z02-R01-S04-B05,Z02,R01,S04,5,200,54,18,48,2,46,0,231.8,266.6,,,34.8,4.2,,8.4,0.0,,Healthy,2026-08-31,NORMAL,10.95,0,11126.4,12263.6,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,FLO-001,Aashirvaad Whole Wheat Atta,"Flour, Atta & Baking Essentials",Aashirvaad,500 g,WH-KOL-007-Z02-R01-S05,WH-KOL-007-Z02-R01-S05-B01,Z02,R01,S05,1,200,57,51,47,3,44,0,218.8,251.8,,,33.0,6.3,,12.6,0.0,,Healthy,2026-08-31,NORMAL,6.98,0,10283.6,11079.2,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,FLO-002,Fortune Chakki Fresh Atta,"Flour, Atta & Baking Essentials",Fortune,500 g,WH-KOL-007-Z02-R01-S05,WH-KOL-007-Z02-R01-S05-B02,Z02,R01,S05,2,200,64,56,50,3,47,0,218.8,251.8,,,33.0,4.9,,9.8,0.0,,Healthy,2026-08-31,NORMAL,9.59,0,10940.0,11834.6,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,FLO-003,Pillsbury Chakki Fresh Atta,"Flour, Atta & Baking Essentials",Pillsbury,500 g,WH-KOL-007-Z02-R01-S05,WH-KOL-007-Z02-R01-S05-B03,Z02,R01,S05,3,200,37,12,37,2,35,0,218.8,251.8,,,33.0,5.2,,10.4,0.0,,Healthy,2026-08-31,NORMAL,6.73,0,8095.6,8813.0,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,FLO-004,Annapurna Atta,"Flour, Atta & Baking Essentials",Annapurna,500 g,WH-KOL-007-Z02-R01-S05,WH-KOL-007-Z02-R01-S05-B04,Z02,R01,S05,4,200,38,36,34,3,31,0,218.8,251.8,,,33.0,6.3,,12.6,0.0,,Healthy,2026-08-31,NORMAL,4.92,0,7439.2,7805.8,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,FLO-005,Aashirvaad Multigrain Atta,"Flour, Atta & Baking Essentials",Aashirvaad,500 g,WH-KOL-007-Z02-R01-S05,WH-KOL-007-Z02-R01-S05-B05,Z02,R01,S05,5,200,68,55,45,4,41,0,218.8,251.8,,,33.0,6.5,,13.0,0.0,,Healthy,2026-08-31,NORMAL,6.31,0,9846.0,10323.8,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,FLO-006,Tata Sampann Besan,"Flour, Atta & Baking Essentials",Tata Sampann,500 g,WH-KOL-007-Z02-R02-S01,WH-KOL-007-Z02-R02-S01-B01,Z02,R02,S01,1,200,43,47,42,3,39,0,240.8,277.0,,,36.2,4.4,,8.8,0.0,,Healthy,2026-08-31,NORMAL,8.86,0,10113.6,10803.0,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,FLO-007,Fortune Maida,"Flour, Atta & Baking Essentials",Fortune,500 g,WH-KOL-007-Z02-R02-S01,WH-KOL-007-Z02-R02-S01-B02,Z02,R02,S01,2,200,53,44,38,3,35,0,218.8,251.8,,,33.0,6.5,,13.0,0.0,,Healthy,2026-08-31,NORMAL,5.38,0,8314.4,8813.0,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,FLO-008,Rajdhani Besan,"Flour, Atta & Baking Essentials",Rajdhani,500 g,WH-KOL-007-Z02-R02-S01,WH-KOL-007-Z02-R02-S01-B03,Z02,R02,S01,3,200,59,36,53,3,50,0,218.8,251.8,,,33.0,4.7,,9.4,0.0,,Healthy,2026-08-31,NORMAL,10.64,0,11596.4,12590.0,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,FLO-009,Pillsbury Maida,"Flour, Atta & Baking Essentials",Pillsbury,500 g,WH-KOL-007-Z02-R02-S01,WH-KOL-007-Z02-R02-S01-B04,Z02,R02,S01,4,200,50,27,37,2,35,0,218.8,251.8,,,33.0,6.1,,12.2,0.0,,Healthy,2026-08-31,NORMAL,5.74,0,8095.6,8813.0,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,FLO-010,Baking Soda,"Flour, Atta & Baking Essentials",Weikfield,500 g,WH-KOL-007-Z02-R02-S01,WH-KOL-007-Z02-R02-S01-B05,Z02,R02,S01,5,200,44,37,37,2,35,0,218.8,251.8,,,33.0,6.2,,12.4,0.0,,Healthy,2026-08-31,NORMAL,5.65,0,8095.6,8813.0,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,DAL-001,Tata Sampann Toor Dal,Pulses & Dal,Tata Sampann,500 g,WH-KOL-007-Z02-R02-S02,WH-KOL-007-Z02-R02-S02-B01,Z02,R02,S02,1,200,55,52,55,4,51,0,619.8,712.8,,,93.0,4.4,,8.8,0.0,,Healthy,2026-08-31,NORMAL,11.59,0,34089.0,36352.8,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,DAL-002,Tata Sampann Moong Dal,Pulses & Dal,Tata Sampann,500 g,WH-KOL-007-Z02-R02-S02,WH-KOL-007-Z02-R02-S02-B02,Z02,R02,S02,2,200,48,54,35,2,33,0,619.8,712.8,,,93.0,4.8,,9.6,0.0,,Healthy,2026-08-31,NORMAL,6.88,0,21693.0,23522.4,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,DAL-003,Tata Sampann Masoor Dal,Pulses & Dal,Tata Sampann,500 g,WH-KOL-007-Z02-R02-S02,WH-KOL-007-Z02-R02-S02-B03,Z02,R02,S02,3,200,64,26,40,3,37,0,619.8,712.8,,,93.0,6.3,,12.6,0.0,,Healthy,2026-08-31,NORMAL,5.87,0,24792.0,26373.6,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,DAL-004,Fortune Chana Dal,Pulses & Dal,Fortune,500 g,WH-KOL-007-Z02-R02-S02,WH-KOL-007-Z02-R02-S02-B04,Z02,R02,S02,4,200,45,50,43,4,39,0,563.6,647.8,,,84.2,5.1,,10.2,0.0,,Healthy,2026-08-31,NORMAL,7.65,0,24234.8,25264.2,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,DAL-005,Fortune Urad Dal,Pulses & Dal,Fortune,500 g,WH-KOL-007-Z02-R02-S02,WH-KOL-007-Z02-R02-S02-B05,Z02,R02,S02,5,200,75,17,51,2,49,0,563.6,647.8,,,84.2,5.4,,10.8,0.0,,Healthy,2026-08-31,NORMAL,9.07,0,28743.6,31742.2,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,DAL-006,India Gate Moong Dal,Pulses & Dal,India Gate,500 g,WH-KOL-007-Z02-R02-S03,WH-KOL-007-Z02-R02-S03-B01,Z02,R02,S03,1,200,58,25,41,2,39,0,631.0,725.6,,,94.6,4.4,,8.8,0.0,,Healthy,2026-08-31,NORMAL,8.86,0,25871.0,28298.4,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,DAL-007,India Gate Masoor Dal,Pulses & Dal,India Gate,500 g,WH-KOL-007-Z02-R02-S03,WH-KOL-007-Z02-R02-S03-B02,Z02,R02,S03,2,200,65,55,54,2,52,0,631.0,725.6,,,94.6,5.2,,10.4,0.0,,Healthy,2026-08-31,NORMAL,10.0,0,34074.0,37731.2,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,DAL-008,Tata Sampann Rajma,Pulses & Dal,Tata Sampann,500 g,WH-KOL-007-Z02-R02-S03,WH-KOL-007-Z02-R02-S03-B03,Z02,R02,S03,3,200,62,13,44,3,41,0,619.8,712.8,,,93.0,5.9,,11.8,0.0,,Healthy,2026-08-31,NORMAL,6.95,0,27271.2,29224.8,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
