product_variant_id,product_id,variant_index,unit_size_raw,unit_size_value,unit_size_unit,normalized_quantity_value,normalized_quantity_unit,cost_price_rs,selling_price_rs,source_file,source_record,pipeline_timestamp
STP-008-10KG,STP-008,5,10 kg,10.0,kg,10000.0,g,605,696,products.csv,"product_id=STP-008, unit_size_5",2026-09-21T13:22:09.034261+00:00
STP-009-500G,STP-009,1,500 g,500.0,g,500.0,g,36,41,products.csv,"product_id=STP-009, unit_size_1",2026-09-21T13:22:09.034261+00:00
STP-009-1KG,STP-009,2,1 kg,1.0,kg,1000.0,g,69,79,products.csv,"product_id=STP-009, unit_size_2",2026-09-21T13:22:09.034261+00:00
STP-009-2KG,STP-009,3,2 kg,2.0,kg,2000.0,g,132,152,products.csv,"product_id=STP-009, unit_size_3",2026-09-21T13:22:09.034261+00:00
STP-009-5KG,STP-009,4,5 kg,5.0,kg,5000.0,g,317,365,products.csv,"product_id=STP-009, unit_size_4",2026-09-21T13:22:09.034261+00:00
STP-009-10KG,STP-009,5,10 kg,10.0,kg,10000.0,g,605,696,products.csv,"product_id=STP-009, unit_size_5",2026-09-21T13:22:09.034261+00:00
STP-010-500G,STP-010,1,500 g,500.0,g,500.0,g,36,41,products.csv,"product_id=STP-010, unit_size_1",2026-09-21T13:22:09.034261+00:00
STP-010-1KG,STP-010,2,1 kg,1.0,kg,1000.0,g,69,79,products.csv,"product_id=STP-010, unit_size_2",2026-09-21T13:22:09.034261+00:00
STP-010-2KG,STP-010,3,2 kg,2.0,kg,2000.0,g,132,152,products.csv,"product_id=STP-010, unit_size_3",2026-09-21T13:22:09.034261+00:00
STP-010-5KG,STP-010,4,5 kg,5.0,kg,5000.0,g,317,365,products.csv,"product_id=STP-010, unit_size_4",2026-09-21T13:22:09.034261+00:00
STP-010-10KG,STP-010,5,10 kg,10.0,kg,10000.0,g,605,696,products.csv,"product_id=STP-010, unit_size_5",2026-09-21T13:22:09.034261+00:00
FLO-001-500G,FLO-001,1,500 g,500.0,g,500.0,g,34,39,products.csv,"product_id=FLO-001, unit_size_1",2026-09-21T13:22:09.034261+00:00
FLO-001-1KG,FLO-001,2,1 kg,1.0,kg,1000.0,g,65,75,products.csv,"product_id=FLO-001, unit_size_2",2026-09-21T13:22:09.034261+00:00
FLO-001-2KG,FLO-001,3,2 kg,2.0,kg,2000.0,g,125,144,products.csv,"product_id=FLO-001, unit_size_3",2026-09-21T13:22:09.034261+00:00
FLO-001-5KG,FLO-001,4,5 kg,5.0,kg,5000.0,g,299,344,products.csv,"product_id=FLO-001, unit_size_4",2026-09-21T13:22:09.034261+00:00
FLO-001-10KG,FLO-001,5,10 kg,10.0,kg,10000.0,g,571,657,products.csv,"product_id=FLO-001, unit_size_5",2026-09-21T13:22:09.034261+00:00
FLO-002-500G,FLO-002,1,500 g,500.0,g,500.0,g,34,39,products.csv,"product_id=FLO-002, unit_size_1",2026-09-21T13:22:09.034261+00:00
FLO-002-1KG,FLO-002,2,1 kg,1.0,kg,1000.0,g,65,75,products.csv,"product_id=FLO-002, unit_size_2",2026-09-21T13:22:09.034261+00:00
FLO-002-2KG,FLO-002,3,2 kg,2.0,kg,2000.0,g,125,144,products.csv,"product_id=FLO-002, unit_size_3",2026-09-21T13:22:09.034261+00:00
FLO-002-5KG,FLO-002,4,5 kg,5.0,kg,5000.0,g,299,344,products.csv,"product_id=FLO-002, unit_size_4",2026-09-21T13:22:09.034261+00:00
FLO-002-10KG,FLO-002,5,10 kg,10.0,kg,10000.0,g,571,657,products.csv,"product_id=FLO-002, unit_size_5",2026-09-21T13:22:09.034261+00:00
FLO-003-500G,FLO-003,1,500 g,500.0,g,500.0,g,34,39,products.csv,"product_id=FLO-003, unit_size_1",2026-09-21T13:22:09.034261+00:00
FLO-003-1KG,FLO-003,2,1 kg,1.0,kg,1000.0,g,65,75,products.csv,"product_id=FLO-003, unit_size_2",2026-09-21T13:22:09.034261+00:00
FLO-003-2KG,FLO-003,3,2 kg,2.0,kg,2000.0,g,125,144,products.csv,"product_id=FLO-003, unit_size_3",2026-09-21T13:22:09.034261+00:00
FLO-003-5KG,FLO-003,4,5 kg,5.0,kg,5000.0,g,299,344,products.csv,"product_id=FLO-003, unit_size_4",2026-09-21T13:22:09.034261+00:00
FLO-003-10KG,FLO-003,5,10 kg,10.0,kg,10000.0,g,571,657,products.csv,"product_id=FLO-003, unit_size_5",2026-09-21T13:22:09.034261+00:00
FLO-004-500G,FLO-004,1,500 g,500.0,g,500.0,g,34,39,products.csv,"product_id=FLO-004, unit_size_1",2026-09-21T13:22:09.034261+00:00
FLO-004-1KG,FLO-004,2,1 kg,1.0,kg,1000.0,g,65,75,products.csv,"product_id=FLO-004, unit_size_2",2026-09-21T13:22:09.034261+00:00
FLO-004-2KG,FLO-004,3,2 kg,2.0,kg,2000.0,g,125,144,products.csv,"product_id=FLO-004, unit_size_3",2026-09-21T13:22:09.034261+00:00
FLO-004-5KG,FLO-004,4,5 kg,5.0,kg,5000.0,g,299,344,products.csv,"product_id=FLO-004, unit_size_4",2026-09-21T13:22:09.034261+00:00
FLO-004-10KG,FLO-004,5,10 kg,10.0,kg,10000.0,g,571,657,products.csv,"product_id=FLO-004, unit_size_5",2026-09-21T13:22:09.034261+00:00
FLO-005-500G,FLO-005,1,500 g,500.0,g,500.0,g,34,39,products.csv,"product_id=FLO-005, unit_size_1",2026-09-21T13:22:09.034261+00:00
FLO-005-1KG,FLO-005,2,1 kg,1.0,kg,1000.0,g,65,75,products.csv,"product_id=FLO-005, unit_size_2",2026-09-21T13:22:09.034261+00:00
FLO-005-2KG,FLO-005,3,2 kg,2.0,kg,2000.0,g,125,144,products.csv,"product_id=FLO-005, unit_size_3",2026-09-21T13:22:09.034261+00:00
FLO-005-5KG,FLO-005,4,5 kg,5.0,kg,5000.0,g,299,344,products.csv,"product_id=FLO-005, unit_size_4",2026-09-21T13:22:09.034261+00:00
FLO-005-10KG,FLO-005,5,10 kg,10.0,kg,10000.0,g,571,657,products.csv,"product_id=FLO-005, unit_size_5",2026-09-21T13:22:09.034261+00:00
FLO-006-500G,FLO-006,1,500 g,500.0,g,500.0,g,37,43,products.csv,"product_id=FLO-006, unit_size_1",2026-09-21T13:22:09.034261+00:00
FLO-006-1KG,FLO-006,2,1 kg,1.0,kg,1000.0,g,72,83,products.csv,"product_id=FLO-006, unit_size_2",2026-09-21T13:22:09.034261+00:00
FLO-006-2KG,FLO-006,3,2 kg,2.0,kg,2000.0,g,138,159,products.csv,"product_id=FLO-006, unit_size_3",2026-09-21T13:22:09.034261+00:00
FLO-006-5KG,FLO-006,4,5 kg,5.0,kg,5000.0,g,329,378,products.csv,"product_id=FLO-006, unit_size_4",2026-09-21T13:22:09.034261+00:00
FLO-006-10KG,FLO-006,5,10 kg,10.0,kg,10000.0,g,628,722,products.csv,"product_id=FLO-006, unit_size_5",2026-09-21T13:22:09.034261+00:00
FLO-007-500G,FLO-007,1,500 g,500.0,g,500.0,g,34,39,products.csv,"product_id=FLO-007, unit_size_1",2026-09-21T13:22:09.034261+00:00
FLO-007-1KG,FLO-007,2,1 kg,1.0,kg,1000.0,g,65,75,products.csv,"product_id=FLO-007, unit_size_2",2026-09-21T13:22:09.034261+00:00
FLO-007-2KG,FLO-007,3,2 kg,2.0,kg,2000.0,g,125,144,products.csv,"product_id=FLO-007, unit_size_3",2026-09-21T13:22:09.034261+00:00
FLO-007-5KG,FLO-007,4,5 kg,5.0,kg,5000.0,g,299,344,products.csv,"product_id=FLO-007, unit_size_4",2026-09-21T13:22:09.034261+00:00
FLO-007-10KG,FLO-007,5,10 kg,10.0,kg,10000.0,g,571,657,products.csv,"product_id=FLO-007, unit_size_5",2026-09-21T13:22:09.034261+00:00
FLO-008-500G,FLO-008,1,500 g,500.0,g,500.0,g,34,39,products.csv,"product_id=FLO-008, unit_size_1",2026-09-21T13:22:09.034261+00:00
FLO-008-1KG,FLO-008,2,1 kg,1.0,kg,1000.0,g,65,75,products.csv,"product_id=FLO-008, unit_size_2",2026-09-21T13:22:09.034261+00:00
FLO-008-2KG,FLO-008,3,2 kg,2.0,kg,2000.0,g,125,144,products.csv,"product_id=FLO-008, unit_size_3",2026-09-21T13:22:09.034261+00:00
FLO-008-5KG,FLO-008,4,5 kg,5.0,kg,5000.0,g,299,344,products.csv,"product_id=FLO-008, unit_size_4",2026-09-21T13:22:09.034261+00:00
FLO-008-10KG,FLO-008,5,10 kg,10.0,kg,10000.0,g,571,657,products.csv,"product_id=FLO-008, unit_size_5",2026-09-21T13:22:09.034261+00:00
FLO-009-500G,FLO-009,1,500 g,500.0,g,500.0,g,34,39,products.csv,"product_id=FLO-009, unit_size_1",2026-09-21T13:22:09.034261+00:00
FLO-009-1KG,FLO-009,2,1 kg,1.0,kg,1000.0,g,65,75,products.csv,"product_id=FLO-009, unit_size_2",2026-09-21T13:22:09.034261+00:00
FLO-009-2KG,FLO-009,3,2 kg,2.0,kg,2000.0,g,125,144,products.csv,"product_id=FLO-009, unit_size_3",2026-09-21T13:22:09.034261+00:00
FLO-009-5KG,FLO-009,4,5 kg,5.0,kg,5000.0,g,299,344,products.csv,"product_id=FLO-009, unit_size_4",2026-09-21T13:22:09.034261+00:00
FLO-009-10KG,FLO-009,5,10 kg,10.0,kg,10000.0,g,571,657,products.csv,"product_id=FLO-009, unit_size_5",2026-09-21T13:22:09.034261+00:00
FLO-010-500G,FLO-010,1,500 g,500.0,g,500.0,g,34,39,products.csv,"product_id=FLO-010, unit_size_1",2026-09-21T13:22:09.034261+00:00
FLO-010-1KG,FLO-010,2,1 kg,1.0,kg,1000.0,g,65,75,products.csv,"product_id=FLO-010, unit_size_2",2026-09-21T13:22:09.034261+00:00
FLO-010-2KG,FLO-010,3,2 kg,2.0,kg,2000.0,g,125,144,products.csv,"product_id=FLO-010, unit_size_3",2026-09-21T13:22:09.034261+00:00
FLO-010-5KG,FLO-010,4,5 kg,5.0,kg,5000.0,g,299,344,products.csv,"product_id=FLO-010, unit_size_4",2026-09-21T13:22:09.034261+00:00
FLO-010-10KG,FLO-010,5,10 kg,10.0,kg,10000.0,g,571,657,products.csv,"product_id=FLO-010, unit_size_5",2026-09-21T13:22:09.034261+00:00
DAL-001-500G,DAL-001,1,500 g,500.0,g,500.0,g,96,110,products.csv,"product_id=DAL-001, unit_size_1",2026-09-21T13:22:09.034261+00:00
DAL-001-1KG,DAL-001,2,1 kg,1.0,kg,1000.0,g,185,213,products.csv,"product_id=DAL-001, unit_size_2",2026-09-21T13:22:09.034261+00:00
DAL-001-2KG,DAL-001,3,2 kg,2.0,kg,2000.0,g,354,407,products.csv,"product_id=DAL-001, unit_size_3",2026-09-21T13:22:09.034261+00:00
DAL-001-5KG,DAL-001,4,5 kg,5.0,kg,5000.0,g,847,974,products.csv,"product_id=DAL-001, unit_size_4",2026-09-21T13:22:09.034261+00:00
DAL-001-10KG,DAL-001,5,10 kg,10.0,kg,10000.0,g,1617,1860,products.csv,"product_id=DAL-001, unit_size_5",2026-09-21T13:22:09.034261+00:00
DAL-002-500G,DAL-002,1,500 g,500.0,g,500.0,g,96,110,products.csv,"product_id=DAL-002, unit_size_1",2026-09-21T13:22:09.034261+00:00
DAL-002-1KG,DAL-002,2,1 kg,1.0,kg,1000.0,g,185,213,products.csv,"product_id=DAL-002, unit_size_2",2026-09-21T13:22:09.034261+00:00
DAL-002-2KG,DAL-002,3,2 kg,2.0,kg,2000.0,g,354,407,products.csv,"product_id=DAL-002, unit_size_3",2026-09-21T13:22:09.034261+00:00
DAL-002-5KG,DAL-002,4,5 kg,5.0,kg,5000.0,g,847,974,products.csv,"product_id=DAL-002, unit_size_4",2026-09-21T13:22:09.034261+00:00
DAL-002-10KG,DAL-002,5,10 kg,10.0,kg,10000.0,g,1617,1860,products.csv,"product_id=DAL-002, unit_size_5",2026-09-21T13:22:09.034261+00:00
DAL-003-500G,DAL-003,1,500 g,500.0,g,500.0,g,96,110,products.csv,"product_id=DAL-003, unit_size_1",2026-09-21T13:22:09.034261+00:00
DAL-003-1KG,DAL-003,2,1 kg,1.0,kg,1000.0,g,185,213,products.csv,"product_id=DAL-003, unit_size_2",2026-09-21T13:22:09.034261+00:00
DAL-003-2KG,DAL-003,3,2 kg,2.0,kg,2000.0,g,354,407,products.csv,"product_id=DAL-003, unit_size_3",2026-09-21T13:22:09.034261+00:00
DAL-003-5KG,DAL-003,4,5 kg,5.0,kg,5000.0,g,847,974,products.csv,"product_id=DAL-003, unit_size_4",2026-09-21T13:22:09.034261+00:00
DAL-003-10KG,DAL-003,5,10 kg,10.0,kg,10000.0,g,1617,1860,products.csv,"product_id=DAL-003, unit_size_5",2026-09-21T13:22:09.034261+00:00
DAL-004-500G,DAL-004,1,500 g,500.0,g,500.0,g,88,101,products.csv,"product_id=DAL-004, unit_size_1",2026-09-21T13:22:09.034261+00:00
DAL-004-1KG,DAL-004,2,1 kg,1.0,kg,1000.0,g,168,193,products.csv,"product_id=DAL-004, unit_size_2",2026-09-21T13:22:09.034261+00:00
DAL-004-2KG,DAL-004,3,2 kg,2.0,kg,2000.0,g,322,370,products.csv,"product_id=DAL-004, unit_size_3",2026-09-21T13:22:09.034261+00:00
DAL-004-5KG,DAL-004,4,5 kg,5.0,kg,5000.0,g,770,885,products.csv,"product_id=DAL-004, unit_size_4",2026-09-21T13:22:09.034261+00:00
DAL-004-10KG,DAL-004,5,10 kg,10.0,kg,10000.0,g,1470,1690,products.csv,"product_id=DAL-004, unit_size_5",2026-09-21T13:22:09.034261+00:00
DAL-005-500G,DAL-005,1,500 g,500.0,g,500.0,g,88,101,products.csv,"product_id=DAL-005, unit_size_1",2026-09-21T13:22:09.034261+00:00
DAL-005-1KG,DAL-005,2,1 kg,1.0,kg,1000.0,g,168,193,products.csv,"product_id=DAL-005, unit_size_2",2026-09-21T13:22:09.034261+00:00
DAL-005-2KG,DAL-005,3,2 kg,2.0,kg,2000.0,g,322,370,products.csv,"product_id=DAL-005, unit_size_3",2026-09-21T13:22:09.034261+00:00
DAL-005-5KG,DAL-005,4,5 kg,5.0,kg,5000.0,g,770,885,products.csv,"product_id=DAL-005, unit_size_4",2026-09-21T13:22:09.034261+00:00
DAL-005-10KG,DAL-005,5,10 kg,10.0,kg,10000.0,g,1470,1690,products.csv,"product_id=DAL-005, unit_size_5",2026-09-21T13:22:09.034261+00:00
DAL-006-500G,DAL-006,1,500 g,500.0,g,500.0,g,98,113,products.csv,"product_id=DAL-006, unit_size_1",2026-09-21T13:22:09.034261+00:00
DAL-006-1KG,DAL-006,2,1 kg,1.0,kg,1000.0,g,188,216,products.csv,"product_id=DAL-006, unit_size_2",2026-09-21T13:22:09.034261+00:00
DAL-006-2KG,DAL-006,3,2 kg,2.0,kg,2000.0,g,361,415,products.csv,"product_id=DAL-006, unit_size_3",2026-09-21T13:22:09.034261+00:00
DAL-006-5KG,DAL-006,4,5 kg,5.0,kg,5000.0,g,862,991,products.csv,"product_id=DAL-006, unit_size_4",2026-09-21T13:22:09.034261+00:00
DAL-006-10KG,DAL-006,5,10 kg,10.0,kg,10000.0,g,1646,1893,products.csv,"product_id=DAL-006, unit_size_5",2026-09-21T13:22:09.034261+00:00
DAL-007-500G,DAL-007,1,500 g,500.0,g,500.0,g,98,113,products.csv,"product_id=DAL-007, unit_size_1",2026-09-21T13:22:09.034261+00:00
DAL-007-1KG,DAL-007,2,1 kg,1.0,kg,1000.0,g,188,216,products.csv,"product_id=DAL-007, unit_size_2",2026-09-21T13:22:09.034261+00:00
DAL-007-2KG,DAL-007,3,2 kg,2.0,kg,2000.0,g,361,415,products.csv,"product_id=DAL-007, unit_size_3",2026-09-21T13:22:09.034261+00:00
DAL-007-5KG,DAL-007,4,5 kg,5.0,kg,5000.0,g,862,991,products.csv,"product_id=DAL-007, unit_size_4",2026-09-21T13:22:09.034261+00:00
DAL-007-10KG,DAL-007,5,10 kg,10.0,kg,10000.0,g,1646,1893,products.csv,"product_id=DAL-007, unit_size_5",2026-09-21T13:22:09.034261+00:00
DAL-008-500G,DAL-008,1,500 g,500.0,g,500.0,g,96,110,products.csv,"product_id=DAL-008, unit_size_1",2026-09-21T13:22:09.034261+00:00
DAL-008-1KG,DAL-008,2,1 kg,1.0,kg,1000.0,g,185,213,products.csv,"product_id=DAL-008, unit_size_2",2026-09-21T13:22:09.034261+00:00
DAL-008-2KG,DAL-008,3,2 kg,2.0,kg,2000.0,g,354,407,products.csv,"product_id=DAL-008, unit_size_3",2026-09-21T13:22:09.034261+00:00
DAL-008-5KG,DAL-008,4,5 kg,5.0,kg,5000.0,g,847,974,products.csv,"product_id=DAL-008, unit_size_4",2026-09-21T13:22:09.034261+00:00
DAL-008-10KG,DAL-008,5,10 kg,10.0,kg,10000.0,g,1617,1860,products.csv,"product_id=DAL-008, unit_size_5",2026-09-21T13:22:09.034261+00:00
DAL-009-500G,DAL-009,1,500 g,500.0,g,500.0,g,96,110,products.csv,"product_id=DAL-009, unit_size_1",2026-09-21T13:22:09.034261+00:00
DAL-009-1KG,DAL-009,2,1 kg,1.0,kg,1000.0,g,185,213,products.csv,"product_id=DAL-009, unit_size_2",2026-09-21T13:22:09.034261+00:00
DAL-009-2KG,DAL-009,3,2 kg,2.0,kg,2000.0,g,354,407,products.csv,"product_id=DAL-009, unit_size_3",2026-09-21T13:22:09.034261+00:00
DAL-009-5KG,DAL-009,4,5 kg,5.0,kg,5000.0,g,847,974,products.csv,"product_id=DAL-009, unit_size_4",2026-09-21T13:22:09.034261+00:00
DAL-009-10KG,DAL-009,5,10 kg,10.0,kg,10000.0,g,1617,1860,products.csv,"product_id=DAL-009, unit_size_5",2026-09-21T13:22:09.034261+00:00
DAL-010-500G,DAL-010,1,500 g,500.0,g,500.0,g,118,136,products.csv,"product_id=DAL-010, unit_size_1",2026-09-21T13:22:09.034261+00:00
DAL-010-1KG,DAL-010,2,1 kg,1.0,kg,1000.0,g,227,261,products.csv,"product_id=DAL-010, unit_size_2",2026-09-21T13:22:09.034261+00:00
DAL-010-2KG,DAL-010,3,2 kg,2.0,kg,2000.0,g,435,500,products.csv,"product_id=DAL-010, unit_size_3",2026-09-21T13:22:09.034261+00:00
DAL-010-5KG,DAL-010,4,5 kg,5.0,kg,5000.0,g,1040,1196,products.csv,"product_id=DAL-010, unit_size_4",2026-09-21T13:22:09.034261+00:00
DAL-010-10KG,DAL-010,5,10 kg,10.0,kg,10000.0,g,1985,2283,products.csv,"product_id=DAL-010, unit_size_5",2026-09-21T13:22:09.034261+00:00
OIL-001-500ML,OIL-001,1,500 ml,500.0,ml,500.0,ml,85,98,products.csv,"product_id=OIL-001, unit_size_1",2026-09-21T13:22:09.034261+00:00
OIL-001-1L,OIL-001,2,1 L,1.0,l,1000.0,ml,163,187,products.csv,"product_id=OIL-001, unit_size_2",2026-09-21T13:22:09.034261+00:00
OIL-001-2L,OIL-001,3,2 L,2.0,l,2000.0,ml,313,360,products.csv,"product_id=OIL-001, unit_size_3",2026-09-21T13:22:09.034261+00:00
OIL-001-5L,OIL-001,4,5 L,5.0,l,5000.0,ml,748,860,products.csv,"product_id=OIL-001, unit_size_4",2026-09-21T13:22:09.034261+00:00
OIL-001-15L,OIL-001,5,15 L,15.0,l,15000.0,ml,2142,2463,products.csv,"product_id=OIL-001, unit_size_5",2026-09-21T13:22:09.034261+00:00
OIL-002-500ML,OIL-002,1,500 ml,500.0,ml,500.0,ml,85,98,products.csv,"product_id=OIL-002, unit_size_1",2026-09-21T13:22:09.034261+00:00
OIL-002-1L,OIL-002,2,1 L,1.0,l,1000.0,ml,163,187,products.csv,"product_id=OIL-002, unit_size_2",2026-09-21T13:22:09.034261+00:00
OIL-002-2L,OIL-002,3,2 L,2.0,l,2000.0,ml,313,360,products.csv,"product_id=OIL-002, unit_size_3",2026-09-21T13:22:09.034261+00:00
OIL-002-5L,OIL-002,4,5 L,5.0,l,5000.0,ml,748,860,products.csv,"product_id=OIL-002, unit_size_4",2026-09-21T13:22:09.034261+00:00
OIL-002-15L,OIL-002,5,15 L,15.0,l,15000.0,ml,2142,2463,products.csv,"product_id=OIL-002, unit_size_5",2026-09-21T13:22:09.034261+00:00
OIL-003-500ML,OIL-003,1,500 ml,500.0,ml,500.0,ml,100,115,products.csv,"product_id=OIL-003, unit_size_1",2026-09-21T13:22:09.034261+00:00
OIL-003-1L,OIL-003,2,1 L,1.0,l,1000.0,ml,193,222,products.csv,"product_id=OIL-003, unit_size_2",2026-09-21T13:22:09.034261+00:00
OIL-003-2L,OIL-003,3,2 L,2.0,l,2000.0,ml,369,424,products.csv,"product_id=OIL-003, unit_size_3",2026-09-21T13:22:09.034261+00:00
OIL-003-5L,OIL-003,4,5 L,5.0,l,5000.0,ml,883,1015,products.csv,"product_id=OIL-003, unit_size_4",2026-09-21T13:22:09.034261+00:00
OIL-003-15L,OIL-003,5,15 L,15.0,l,15000.0,ml,2528,2907,products.csv,"product_id=OIL-003, unit_size_5",2026-09-21T13:22:09.034261+00:00
OIL-004-500ML,OIL-004,1,500 ml,500.0,ml,500.0,ml,100,115,products.csv,"product_id=OIL-004, unit_size_1",2026-09-21T13:22:09.034261+00:00
OIL-004-1L,OIL-004,2,1 L,1.0,l,1000.0,ml,193,222,products.csv,"product_id=OIL-004, unit_size_2",2026-09-21T13:22:09.034261+00:00
OIL-004-2L,OIL-004,3,2 L,2.0,l,2000.0,ml,369,424,products.csv,"product_id=OIL-004, unit_size_3",2026-09-21T13:22:09.034261+00:00
OIL-004-5L,OIL-004,4,5 L,5.0,l,5000.0,ml,883,1015,products.csv,"product_id=OIL-004, unit_size_4",2026-09-21T13:22:09.034261+00:00
OIL-004-15L,OIL-004,5,15 L,15.0,l,15000.0,ml,2528,2907,products.csv,"product_id=OIL-004, unit_size_5",2026-09-21T13:22:09.034261+00:00
OIL-005-500ML,OIL-005,1,500 ml,500.0,ml,500.0,ml,85,98,products.csv,"product_id=OIL-005, unit_size_1",2026-09-21T13:22:09.034261+00:00
OIL-005-1L,OIL-005,2,1 L,1.0,l,1000.0,ml,163,187,products.csv,"product_id=OIL-005, unit_size_2",2026-09-21T13:22:09.034261+00:00
OIL-005-2L,OIL-005,3,2 L,2.0,l,2000.0,ml,313,360,products.csv,"product_id=OIL-005, unit_size_3",2026-09-21T13:22:09.034261+00:00
OIL-005-5L,OIL-005,4,5 L,5.0,l,5000.0,ml,748,860,products.csv,"product_id=OIL-005, unit_size_4",2026-09-21T13:22:09.034261+00:00
OIL-005-15L,OIL-005,5,15 L,15.0,l,15000.0,ml,2142,2463,products.csv,"product_id=OIL-005, unit_size_5",2026-09-21T13:22:09.034261+00:00
OIL-006-500ML,OIL-006,1,500 ml,500.0,ml,500.0,ml,85,98,products.csv,"product_id=OIL-006, unit_size_1",2026-09-21T13:22:09.034261+00:00
OIL-006-1L,OIL-006,2,1 L,1.0,l,1000.0,ml,163,187,products.csv,"product_id=OIL-006, unit_size_2",2026-09-21T13:22:09.034261+00:00
OIL-006-2L,OIL-006,3,2 L,2.0,l,2000.0,ml,313,360,products.csv,"product_id=OIL-006, unit_size_3",2026-09-21T13:22:09.034261+00:00
OIL-006-5L,OIL-006,4,5 L,5.0,l,5000.0,ml,748,860,products.csv,"product_id=OIL-006, unit_size_4",2026-09-21T13:22:09.034261+00:00
OIL-006-15L,OIL-006,5,15 L,15.0,l,15000.0,ml,2142,2463,products.csv,"product_id=OIL-006, unit_size_5",2026-09-21T13:22:09.034261+00:00
OIL-007-500ML,OIL-007,1,500 ml,500.0,ml,500.0,ml,85,98,products.csv,"product_id=OIL-007, unit_size_1",2026-09-21T13:22:09.034261+00:00
OIL-007-1L,OIL-007,2,1 L,1.0,l,1000.0,ml,163,187,products.csv,"product_id=OIL-007, unit_size_2",2026-09-21T13:22:09.034261+00:00
OIL-007-2L,OIL-007,3,2 L,2.0,l,2000.0,ml,313,360,products.csv,"product_id=OIL-007, unit_size_3",2026-09-21T13:22:09.034261+00:00
OIL-007-5L,OIL-007,4,5 L,5.0,l,5000.0,ml,748,860,products.csv,"product_id=OIL-007, unit_size_4",2026-09-21T13:22:09.034261+00:00
OIL-007-15L,OIL-007,5,15 L,15.0,l,15000.0,ml,2142,2463,products.csv,"product_id=OIL-007, unit_size_5",2026-09-21T13:22:09.034261+00:00
OIL-008-500ML,OIL-008,1,500 ml,500.0,ml,500.0,ml,85,98,products.csv,"product_id=OIL-008, unit_size_1",2026-09-21T13:22:09.034261+00:00
OIL-008-1L,OIL-008,2,1 L,1.0,l,1000.0,ml,163,187,products.csv,"product_id=OIL-008, unit_size_2",2026-09-21T13:22:09.034261+00:00
OIL-008-2L,OIL-008,3,2 L,2.0,l,2000.0,ml,313,360,products.csv,"product_id=OIL-008, unit_size_3",2026-09-21T13:22:09.034261+00:00
OIL-008-5L,OIL-008,4,5 L,5.0,l,5000.0,ml,748,860,products.csv,"product_id=OIL-008, unit_size_4",2026-09-21T13:22:09.034261+00:00
OIL-008-15L,OIL-008,5,15 L,15.0,l,15000.0,ml,2142,2463,products.csv,"product_id=OIL-008, unit_size_5",2026-09-21T13:22:09.034261+00:00
OIL-009-500ML,OIL-009,1,500 ml,500.0,ml,500.0,ml,408,469,products.csv,"product_id=OIL-009, unit_size_1",2026-09-21T13:22:09.034261+00:00
OIL-009-1L,OIL-009,2,1 L,1.0,l,1000.0,ml,783,900,products.csv,"product_id=OIL-009, unit_size_2",2026-09-21T13:22:09.034261+00:00
OIL-009-2L,OIL-009,3,2 L,2.0,l,2000.0,ml,1501,1726,products.csv,"product_id=OIL-009, unit_size_3",2026-09-21T13:22:09.034261+00:00
OIL-009-5L,OIL-009,4,5 L,5.0,l,5000.0,ml,3590,4129,products.csv,"product_id=OIL-009, unit_size_4",2026-09-21T13:22:09.034261+00:00
OIL-009-15L,OIL-009,5,15 L,15.0,l,15000.0,ml,10282,11824,products.csv,"product_id=OIL-009, unit_size_5",2026-09-21T13:22:09.034261+00:00
OIL-010-500ML,OIL-010,1,500 ml,500.0,ml,500.0,ml,400,460,products.csv,"product_id=OIL-010, unit_size_1",2026-09-21T13:22:09.034261+00:00
OIL-010-1L,OIL-010,2,1 L,1.0,l,1000.0,ml,768,883,products.csv,"product_id=OIL-010, unit_size_2",2026-09-21T13:22:09.034261+00:00
OIL-010-2L,OIL-010,3,2 L,2.0,l,2000.0,ml,1472,1693,products.csv,"product_id=OIL-010, unit_size_3",2026-09-21T13:22:09.034261+00:00
OIL-010-5L,OIL-010,4,5 L,5.0,l,5000.0,ml,3520,4048,products.csv,"product_id=OIL-010, unit_size_4",2026-09-21T13:22:09.034261+00:00
OIL-010-15L,OIL-010,5,15 L,15.0,l,15000.0,ml,10080,11592,products.csv,"product_id=OIL-010, unit_size_5",2026-09-21T13:22:09.034261+00:00
FRT-001-250G,FRT-001,1,250 g,250.0,g,250.0,g,55,63,products.csv,"product_id=FRT-001, unit_size_1",2026-09-21T13:22:09.034261+00:00
FRT-001-500G,FRT-001,2,500 g,500.0,g,500.0,g,110,126,products.csv,"product_id=FRT-001, unit_size_2",2026-09-21T13:22:09.034261+00:00
FRT-001-1KG,FRT-001,3,1 kg,1.0,kg,1000.0,g,220,253,products.csv,"product_id=FRT-001, unit_size_3",2026-09-21T13:22:09.034261+00:00
FRT-001-2KG,FRT-001,4,2 kg,2.0,kg,2000.0,g,440,506,products.csv,"product_id=FRT-001, unit_size_4",2026-09-21T13:22:09.034261+00:00
FRT-001-5KG,FRT-001,5,5 kg,5.0,kg,5000.0,g,1100,1265,products.csv,"product_id=FRT-001, unit_size_5",2026-09-21T13:22:09.034261+00:00
FRT-002-1DOZEN,FRT-002,1,1 dozen,1.0,dozen,1.0,dozen,35,40,products.csv,"product_id=FRT-002, unit_size_1",2026-09-21T13:22:09.034261+00:00
